sl_no,well_id,state,district,block,location,latitude,longitude,year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U,Fe,As,source_year,source_file
4471Goa,W153535074024701,,North Goa,,Morlem,15.5931,74.0464,2019,8.03,191,0,31,18,33,1,,25,6,2,24,1,0.43,,114.60,,,,2019,cgwb_2019.pdf
,W153248074030201,,,,,,,,7.14,186,0,31,18,49,0,,33,6,4,29,1,0.62,,111.60,,,,2019,cgwb_2019.pdf
4473Goa,W153221074051701,,North Goa,,Bhujpal,15.5392,74.0881,2019,7.71,381,0,46,21,61,2,,38,8,4,42,1,0.49,,228.60,,,,2019,cgwb_2019.pdf
4474Goa,W153740074075001,,North Goa,,Charayode,15.6278,74.1306,2019,7.78,446,0,76,21,93,3,,65,16,6,52,2,0.25,,267.60,,,,2019,cgwb_2019.pdf
4475Goa,W153341074094701,,North Goa,,Nagargoan,15.5614,74.1631,2019,7.93,283,0,24,18,58,3,,35,6,5,31,1,0.28,,169.80,,,,2019,cgwb_2019.pdf
4476Goa,W152904074082601,,North Goa,,Khadki(harijanwada),15.4844,74.1406,2019,7.85,189,0,31,18,38,0,,40,6,6,20,1,0.78,,113.40,,,,2019,cgwb_2019.pdf
4477Goa,W152858074081301,,North Goa,,Khotodem,15.4828,74.1369,2019,7.91,331,0,27,14,68,4,,45,4,9,37,0,0.59,,198.60,,,,2019,cgwb_2019.pdf
4478Goa,W153000074060001,,North Goa,,Dhatwado Vante,15.4958,74.0972,2019,7.83,295,0,46,18,54,1,,35,6,5,35,1,0.65,,177.00,,,,2019,cgwb_2019.pdf
4479Goa,W153448073554801,,North Goa,,Jambhul Batt(mayam Lake),15.5803,73.9258,2019,7.52,337,0,37,18,44,7,,45,10,5,27,3,0.74,,202.20,,,,2019,cgwb_2019.pdf
4480Goa,W153649073553501,,North Goa,,Mulgaon Shivalkherwad,15.6136,73.9264,2019,8.15,236,0,31,18,44,1,,35,10,2,26,1,0.20,,141.60,,,,2019,cgwb_2019.pdf
4481Goa,W153422073473301,,North Goa,,Parra,15.5728,73.7925,2019,7.85,501,0,128,46,58,3,,125,28,13,39,7,0.56,,300.60,,,,2019,cgwb_2019.pdf
4482Goa,W153503073441701,,North Goa,,Anjuna Beach,15.5842,74.7381,2019,8.01,260,0,37,25,39,6,,50,8,7,26,1,0.59,,156.00,,,,2019,cgwb_2019.pdf
,W153815073441201,,,,,,,,7.79,626,0,49,28,120,2,,70,12,10,57,2,0.20,,375.60,,,,2019,cgwb_2019.pdf
4484Goa,W200300081415001,,North Goa,,Korgaon,15.7081,73.7514,2019,8.19,198,0,31,18,36,0,,35,6,5,21,1,0.33,,118.80,,,,2019,cgwb_2019.pdf
4485Goa,W154303073475601,,North Goa,,Pernem,15.7175,73.7989,2019,7.59,453,0,73,21,71,11,,75,18,7,38,4,0.51,,271.80,,,,2019,cgwb_2019.pdf
4486Goa,W154508073502001,,North Goa,,Uguem(ugawe),15.7522,74.8389,2019,8.20,227,0,24,21,29,5,,30,8,2,22,3,0.77,,136.20,,,,2019,cgwb_2019.pdf
,W154424073491101,,,,,,,,7.81,305,0,49,18,43,3,,55,16,4,20,11,0.21,,183.00,,,,2019,cgwb_2019.pdf
4488Goa,W154231073511801,,North Goa,,Nagjhar,15.7086,73.8550,2019,8.24,342,0,24,21,58,11,,40,4,7,32,2,0.54,,205.20,,,,2019,cgwb_2019.pdf
4489Goa,W153155074081801,,North Goa,,Valpoi,15.5319,74.1383,2019,7.89,264,0,18,18,54,1,,25,8,1,31,1,0.30,,158.40,,,,2019,cgwb_2019.pdf
4490Goa,W153838073501401,,North Goa,,Colval,15.6439,73.8372,2019,6.72,522,0,110,36,94,62,,135,30,15,58,5,0.38,,313.20,,,,2019,cgwb_2019.pdf
4491Goa,W154006073525301,,North Goa,,Pirna,15.6683,73.8814,2019,6.95,121,0,18,14,20,1,,20,4,2,15,1,0.54,,72.60,,,,2019,cgwb_2019.pdf
4492Goa,W153823073534501,,North Goa,,Adavapal,15.6397,73.8958,2019,7.75,231,0,31,14,38,4,,35,6,5,21,1,0.17,,138.60,,,,2019,cgwb_2019.pdf
4493Goa,W154111073553801,,North Goa,,Sal,15.6864,73.9272,2019,7.93,227,0,24,18,46,3,,35,10,2,20,8,0.32,,136.20,,,,2019,cgwb_2019.pdf
4494Goa,W153736073523501,,North Goa,,Sirsaim,15.6267,73.8764,2019,8.23,236,0,31,18,40,1,,30,8,2,25,1,0.27,,141.60,,,,2019,cgwb_2019.pdf
4495Goa,W153634073493501,,North Goa,,Mapuca,15.6094,73.8264,2019,8.25,612,0,49,43,95,47,,90,14,13,58,5,0.06,,367.20,,,,2019,cgwb_2019.pdf
4496Goa,W153410073514801,,North Goa,,Olaulim,15.5694,73.8633,2019,8.23,301,0,31,21,60,1,,35,6,5,34,1,0.31,,180.60,,,,2019,cgwb_2019.pdf
4497Goa,W153336073521201,,North Goa,,Pomburpa Palmar,15.5592,73.8675,2019,8.24,396,0,37,32,72,13,,50,8,7,46,1,0.55,,237.60,,,,2019,cgwb_2019.pdf
,W153223073521201,,,,,,,,8.19,253,0,37,18,61,1,,45,8,6,32,1,0.38,,151.80,,,,2019,cgwb_2019.pdf
4499Goa,W153100073502101,,North Goa,,Britona,15.5125,73.8428,2019,7.91,182,0,49,18,19,0,,50,14,4,15,1,0.82,,109.20,,,,2019,cgwb_2019.pdf
4500Goa,W152959073550001,,North Goa,,Velha Goa,15.4997,73.9167,2019,8.82,492,12,61,25,50,0,,85,22,7,29,1,0.49,,295.20,,,,2019,cgwb_2019.pdf
4501Goa,W152729073481501,,North Goa,,Karanjhalen,15.4581,73.8042,2019,9.73,438,18,18,46,59,29,,90,16,12,40,5,0.34,,262.80,,,,2019,cgwb_2019.pdf
4502Goa,W152353073501201,,South Goa,,Chikalim,15.3981,73.8367,2019,8.22,386,0,43,43,44,48,,85,20,9,38,3,0.54,,231.60,,,,2019,cgwb_2019.pdf
4503Goa,W152211073502401,,South Goa,,Bagmola,15.3711,73.8375,2019,7.80,269,0,49,28,34,22,,60,14,6,28,2,0.46,,161.40,,,,2019,cgwb_2019.pdf
4504Goa,W151856073565501,,South Goa,,Ballynuvhen,15.3156,73.9486,2019,7.75,234,0,67,25,25,6,,50,14,4,28,1,0.54,,140.40,,,,2019,cgwb_2019.pdf
4505Goa,W151048074000001,,South Goa,,Cuncalim,15.1800,74.0000,2019,9.02,438,24,12,28,99,7,,45,14,2,63,2,0.71,,262.80,,,,2019,cgwb_2019.pdf
4506Goa,W150225073593201,,South Goa,,Agonda Desaiwada,15.0403,73.9922,2019,7.70,479,0,55,28,98,7,,50,18,1,68,6,0.55,,287.40,,,,2019,cgwb_2019.pdf
4507Goa,W150023074030201,,South Goa,,Canacona,15.0064,74.0506,2019,7.48,312,0,79,28,38,4,,60,14,6,36,2,0.54,,187.20,,,,2019,cgwb_2019.pdf
4508Goa,W150534074015001,,South Goa,,Padi,15.0928,74.0306,2019,7.54,204,0,55,14,37,0,,60,12,7,24,1,0.63,,122.40,,,,2019,cgwb_2019.pdf
,W150112074043101,,,,,,,,7.76,331,0,79,18,71,1,,60,18,4,43,1,0.64,,198.60,,,,2019,cgwb_2019.pdf
4510Goa,W140147074090001,,South Goa,,Mashe,14.0250,74.1469,2019,7.71,241,0,24,21,65,0,,20,6,1,42,1,0.64,,144.60,,,,2019,cgwb_2019.pdf
4511Goa,W145439074051101,,North Goa,,Polem(polen),14.9108,74.0864,2019,8.31,443,24,122,39,30,1,,140,22,21,38,4,0.42,,265.80,,,,2019,cgwb_2019.pdf
4512Goa,W145656074032201,,South Goa,,Daptamol Lolien,14.9489,74.0561,2019,7.71,285,0,24,18,66,1,,25,6,2,42,0,0.72,,171.00,,,,2019,cgwb_2019.pdf
4513Goa,W150207074070801,,North Goa,,Shrishtal Gaondongar,15.0353,74.1189,2019,7.68,375,0,67,14,96,6,,40,12,2,58,1,0.65,,225.00,,,,2019,cgwb_2019.pdf
4514Goa,W150522074130001,,South Goa,,Netrolim,15.0894,74.2167,2019,7.57,325,0,92,14,66,1,,80,20,7,36,4,0.48,,195.00,,,,2019,cgwb_2019.pdf
4515Goa,W150750074122701,,South Goa,,Vadam,15.1306,74.2075,2019,8.27,253,0,12,14,76,4,,30,6,4,42,0,0.72,,151.80,,,,2019,cgwb_2019.pdf
4516Goa,W151054074133501,,South Goa,,Bhati,15.1817,74.2264,2019,8.11,222,0,24,11,68,0,,10,4,0,40,0,0.64,,133.20,,,,2019,cgwb_2019.pdf
4517Goa,W150856074075501,,South Goa,,Deulwada Kolamba,15.1489,74.1319,2019,7.57,274,0,55,14,57,1,,50,8,7,36,2,0.67,,164.40,,,,2019,cgwb_2019.pdf
4518Goa,W150951074062401,,South Goa,,Revona,15.1642,74.1067,2019,7.74,269,0,37,25,41,15,,50,12,5,30,4,0.52,,161.40,,,,2019,cgwb_2019.pdf
4519Goa,W151111074054301,,South Goa,,Jambavli,15.1864,74.0953,2019,7.53,264,0,31,14,66,2,,35,8,4,42,1,0.51,,158.40,,,,2019,cgwb_2019.pdf
,W151301074045301,,,,,,,,7.81,406,0,49,18,102,1,,45,12,4,61,2,0.77,,243.60,,,,2019,cgwb_2019.pdf
4521Goa,W151417074065001,,South Goa,,Ghadiawada,15.2381,74.1139,2019,7.95,240,0,24,25,36,0,,30,8,2,25,6,0.61,,144.00,,,,2019,cgwb_2019.pdf
4522Goa,W151718074104801,,South Goa,,Kalay,15.2883,74.1800,2019,8.27,251,0,31,25,36,2,,30,8,2,31,1,0.52,,150.60,,,,2019,cgwb_2019.pdf
4523Goa,W253422080130901,,North Goa,,Kapsa,15.2733,74.1003,2019,7.97,479,0,61,39,71,23,,85,18,10,54,9,0.69,,287.40,,,,2019,cgwb_2019.pdf
4524Goa,W151657074054501,,North Goa,,Panchawadi(pz),15.2825,74.0958,2019,8.21,185,0,37,18,30,1,,25,6,2,26,2,0.60,,111.00,,,,2019,cgwb_2019.pdf
4525Goa,W151723074461101,,North Goa,,Guddemal,15.2856,74.7689,2019,7.37,228,0,49,18,37,6,,45,10,5,30,2,0.66,,136.80,,,,2019,cgwb_2019.pdf
,W151912074020801,,,,,15.3200,74.0356,2019,7.94,243,0,43,25,40,14,,50,12,5,30,3,0.61,,145.80,,,,2019,cgwb_2019.pdf
4527Goa,W151819074025401,,North Goa,,Mankem,15.3053,74.0483,2019,7.83,270,0,37,25,58,0,,45,6,7,40,4,0.67,,162.00,,,,2019,cgwb_2019.pdf
4528Goa,W152120074001201,,North Goa,,Bori,15.3528,74.0033,2019,7.83,279,0,37,18,66,7,,30,8,2,46,1,0.55,,167.40,,,,2019,cgwb_2019.pdf
4529Goa,W152542074113601,,South Goa,,Bolkharnem,15.4283,74.1933,2019,7.59,176,0,31,14,36,5,,30,6,4,23,2,0.64,,105.60,,,,2019,cgwb_2019.pdf
4530Goa,W152003074143901,,South Goa,,Collem(kolamba),15.3342,74.2442,2019,8.27,194,0,37,14,45,0,,20,6,1,32,1,0.47,,116.40,,,,2019,cgwb_2019.pdf
,W152700073570001,,,,,,,,8.19,189,0,37,18,36,2,,20,4,2,30,1,0.40,,113.40,,,,2019,cgwb_2019.pdf
4532KARNATAKA,W155500075404001,,Bagalkot,BADAMI,Badami1,15.9167,75.6778,2019,8.80,593,24,67,64,110,2,,90,24,7,91,8,0.76,,355.80,,,,2019,cgwb_2019.pdf
4533KARNATAKA,W160039075324201,,Bagalkot,BADAMI,Kerur A,16.0108,75.5450,2019,7.99,1389,0,238,256,100,14,,340,76,36,177,7,1.38,0.00,833.40,,,,2019,cgwb_2019.pdf
4534KARNATAKA,,,Bagalkot,BADAMI,Pattadakal,15.9500,75.8000,2019,8.80,2960,30,458,561,100,59,,440,32,87,370,208,2.18,,1776.00,,,,2019,cgwb_2019.pdf
4535KARNATAKA,W160315075563001,,Bagalkot,HUNGUND,Amingad,16.0542,75.9417,2019,9.03,2910,108,153,568,240,309,,590,24,129,445,3,2.48,0.00,1746.00,,,,2019,cgwb_2019.pdf
4536KARNATAKA,W155742075575601,,Bagalkot,HUNGUND,Ilhal,15.9617,75.9656,2019,8.90,1091,96,256,57,106,55,,200,12,41,171,57,0.94,0.00,654.60,,,,2019,cgwb_2019.pdf
4537KARNATAKA,,,Bagalkot,HUNGUND,Kardi (A),,,,8.51,4730,30,525,632,1350,4,,550,84,83,978,9,3.25,,2838.00,,,,2019,cgwb_2019.pdf
4538KARNATAKA,W163420075205501,,Bagalkot,JAMKHANDI,Alagur,16.5722,75.3486,2019,8.53,9980,48,98,1448,2980,219,,1500,216,233,2036,48,3.62,0.00,5988.00,,,,2019,cgwb_2019.pdf
4539KARNATAKA,W162845075075501,,Bagalkot,JAMKHANDI,Banhatti,16.4792,75.1319,2019,7.98,1469,0,92,227,300,23,,440,116,36,126,5,1.35,0.00,881.40,,,,2019,cgwb_2019.pdf
,W163223075194701,,,,,16.5397,75.3297,2019,8.35,2090,18,98,369,380,7,,630,92,97,205,1,1.31,0.00,1254.00,,,,2019,cgwb_2019.pdf
4541KARNATAKA,W162830075063001,,Bagalkot,JAMKHANDI,Rabakavi,16.4750,75.1083,2019,9.51,1629,6,12,284,364,9,,260,64,24,258,6,1.02,0.00,977.40,,,,2019,cgwb_2019.pdf
4542KARNATAKA,W164130075200001,,Bagalkot,JAMKHANDI,Savalgi2,16.6917,75.3333,2019,8.34,2950,54,207,625,280,1,,820,52,168,326,13,1.16,0.00,1770.00,,,,2019,cgwb_2019.pdf
4543KARNATAKA,W162022075163401,,Bagalkot,MUDHOL,Mudhol A,16.3394,75.2761,2019,7.83,3720,0,137,788,660,107,,1340,236,182,301,1,1.50,0.00,2232.00,,,,2019,cgwb_2019.pdf
4544KARNATAKA,W162100075383001,,Bagalkot,BILGI,Badagandi,16.3500,75.6417,2019,8.75,2090,96,439,291,144,3,,310,28,58,326,87,2.76,,1254.00,,,,2019,cgwb_2019.pdf
4545KARNATAKA,,,Bangalore Rural,DEVANHALLI,Avathi,13.3417,77.7750,2019,8.63,2490,54,177,316,104,429,,285,22,56,156,331,1.02,,1494.00,,,,2019,cgwb_2019.pdf
4546KARNATAKA,W131658077365301,,Bangalore Rural,DEVANHALLI,Bairasandra,13.2828,77.6147,2019,8.08,2140,0,238,312,132,382,,735,216,47,149,11,0.65,0.00,1284.00,,,,2019,cgwb_2019.pdf
4547KARNATAKA,W131759077420101,,Bangalore Rural,DEVANHALLI,Kodagurki A,13.2997,77.7003,2019,8.22,1500,0,250,188,83,76,,165,20,28,120,196,0.69,0.00,900.00,,,,2019,cgwb_2019.pdf
4548KARNATAKA,,,Bangalore Rural,DEVANHALLI,Vishwanathapura,,,,8.05,2010,0,116,426,80,102,,450,130,30,181,47,0.49,,1206.00,,,,2019,cgwb_2019.pdf
4549KARNATAKA,W131713077321801,,Bangalore Rural,DODBALLAPUR,Dodballapur,13.2869,77.5383,2019,8.16,2810,0,201,646,155,27,,495,54,87,328,51,0.49,0.00,1686.00,,,,2019,cgwb_2019.pdf
4550KARNATAKA,W130400077190001,,Bangalore Rural,NELAMANGALA,Mahadevapura,13.0667,77.3167,2019,8.55,655,18,0,107,62,51,,130,32,12,68,2,1.12,0.00,393.00,,,,2019,cgwb_2019.pdf
,W131120077134001,,,,,13.1889,77.2278,2019,8.98,450,60,37,46,34,0,,100,8,19,68,5,1.07,0.00,270.00,,,,2019,cgwb_2019.pdf
4552KARNATAKA,W124745077362501,,Bangalore Urban,ANEKAL,Begihalli,12.7958,77.6069,2019,7.84,1660,0,116,305,154,136,,365,72,45,220,4,0.64,0.00,996.00,,,,2019,cgwb_2019.pdf
4553KARNATAKA,W125440077340401,,Bangalore Urban,ANEKAL,Jigani,12.9111,77.5678,2019,7.86,1070,0,280,138,67,56,,210,44,24,130,10,2.76,,642.00,,,,2019,cgwb_2019.pdf
4554KARNATAKA,W125655077341901,,Bangalore Urban,BANGALORE,NORTH Basavanagudi,12.9486,77.5719,2019,7.96,940,0,195,149,86,43,,160,36,17,134,9,0.68,0.00,564.00,,,,2019,cgwb_2019.pdf
4555KARNATAKA,W125147077335601,,Bangalore Urban,BANGALORE,NORTH Gollahalli,12.8631,77.5656,2019,8.12,2350,0,134,476,374,50,,360,58,52,380,4,1.33,0.00,1410.00,,,,2019,cgwb_2019.pdf
4556KARNATAKA,,,Bangalore Urban,BANGALORE,NORTH Hebbal2,13.0417,77.5833,2019,7.84,940,0,189,163,67,56,,190,44,19,135,4,0.78,,564.00,,,,2019,cgwb_2019.pdf
4557KARNATAKA,W130335077343701,,Bangalore Urban,BANGALORE,NORTH Kodigehalli,13.0597,77.5675,2019,8.10,1150,0,281,170,53,74,,310,38,52,143,12,0.51,0.00,690.00,,,,2019,cgwb_2019.pdf
4558KARNATAKA,W130015077342101,,Bangalore Urban,BANGALORE,NORTH Malleswaram,13.0042,77.5672,2019,8.06,610,0,232,64,22,25,,230,28,39,45,6,0.48,0.01,366.00,,,,2019,cgwb_2019.pdf
4559KARNATAKA,,,Bangalore Urban,BANGALORE,SOUTH Gottigere A,12.8583,77.5842,2019,8.24,980,0,110,181,125,136,,205,32,30,145,12,0.50,,588.00,,,,2019,cgwb_2019.pdf
4560KARNATAKA,W125508077391001,,Bangalore Urban,BANGALORE,SOUTH Hsr Layout,12.9189,77.6503,2019,8.12,520,0,98,78,43,37,,105,24,11,70,4,0.34,0.00,312.00,,,,2019,cgwb_2019.pdf
4561KARNATAKA,W125342077331101,,Bangalore Urban,BANGALORE,SOUTH Vasanthpura,12.8950,77.5531,2019,7.86,1640,0,220,270,154,130,,480,56,83,155,5,1.36,0.00,984.00,,,,2019,cgwb_2019.pdf
4562KARNATAKA,,,Belgaum,ATHNI,Athni,,,,7.89,2000,0,183,312,274,132,,500,68,80,226,3,0.42,,1200.00,,,,2019,cgwb_2019.pdf
4563KARNATAKA,W164415075084501,,Belgaum,ATHNI,Badchi,16.7375,75.1458,2019,7.65,1680,0,226,241,284,10,,615,78,102,76,11,0.34,0.04,1008.00,,,,2019,cgwb_2019.pdf
4564KARNATAKA,W163800075003001,,Belgaum,ATHNI,Halyal1,16.6333,75.0083,2019,9.13,2040,18,6,305,376,43,,475,62,78,138,71,0.35,0.00,1224.00,,,,2019,cgwb_2019.pdf
,W164530075140001,,,,,16.7583,75.2333,2019,7.90,1900,0,201,305,308,56,,755,72,140,80,2,0.89,0.00,1140.00,,,,2019,cgwb_2019.pdf
4566KARNATAKA,W165410075071001,,Belgaum,ATHNI,Mallabad1,16.9028,75.1194,2019,8.10,1340,0,122,206,228,118,,545,66,92,69,2,0.44,0.01,804.00,,,,2019,cgwb_2019.pdf
4567KARNATAKA,W164401074501501,,Belgaum,ATHNI,Mangsuli,16.7336,74.8375,2019,8.16,3160,0,146,696,316,95,,1000,162,144,185,3,0.62,0.00,1896.00,,,,2019,cgwb_2019.pdf
4568KARNATAKA,W164500074593001,,Belgaum,ATHNI,Mole,16.7500,74.9917,2019,8.47,7450,72,134,1974,640,38,,1585,242,238,921,2,0.68,0.00,4470.00,,,,2019,cgwb_2019.pdf
4569KARNATAKA,W163830075043001,,Belgaum,ATHNI,Radderhatti,16.6417,75.0750,2019,8.00,2030,0,159,327,374,65,,880,94,157,86,5,0.64,0.00,1218.00,,,,2019,cgwb_2019.pdf
4570KARNATAKA,,,Belgaum,BELGAUM,Belgaum1,15.8667,74.5000,2019,7.97,660,0,183,99,55,6,,205,36,28,51,2,0.11,,396.00,,,,2019,cgwb_2019.pdf
4571KARNATAKA,W155500074390001,,Belgaum,BELGAUM,Changad,15.9167,74.6500,2019,8.06,700,0,122,85,101,0,,215,28,35,44,37,0.34,0.00,420.00,,,,2019,cgwb_2019.pdf
4572KARNATAKA,W154608074333001,,Belgaum,BELGAUM,Halaga,15.7689,74.5583,2019,7.92,790,0,262,92,74,0,,330,20,68,47,3,0.27,0.00,474.00,,,,2019,cgwb_2019.pdf
4573KARNATAKA,,,Belgaum,BELGAUM,Sulebhavi,,,,8.25,1130,0,110,185,115,118,,355,36,64,121,6,0.36,,678.00,,,,2019,cgwb_2019.pdf
4574KARNATAKA,W160400074311501,,Belgaum,BELGAUM,Sutagatti,16.0667,74.5169,2019,7.96,600,0,232,21,88,39,,245,44,33,59,1,0.46,0.01,360.00,,,,2019,cgwb_2019.pdf
4575KARNATAKA,W154730074280501,,Belgaum,BELGAUM,Uchagaon,15.7917,74.4681,2019,9.14,390,18,6,53,47,81,,170,36,19,31,1,0.31,0.09,234.00,,,,2019,cgwb_2019.pdf
,W160138074315701,,,,,16.0272,74.5181,2019,9.93,510,12,55,71,58,59,,105,20,13,81,6,0.39,0.01,306.00,,,,2019,cgwb_2019.pdf
4577KARNATAKA,W162140074391301,,Belgaum,CHIKODI,Belakud,16.3611,74.6503,2019,7.87,3760,0,128,746,576,244,,1415,332,142,160,6,0.78,0.00,2256.00,,,,2019,cgwb_2019.pdf
4578KARNATAKA,W163200074361501,,Belgaum,CHIKODI,Examba,16.5333,74.6003,2019,7.82,3200,0,226,611,428,122,,765,80,137,281,52,0.56,0.00,1920.00,,,,2019,cgwb_2019.pdf
,W162915074281501,,,,,16.4875,74.4669,2019,7.60,990,0,232,107,115,52,,345,36,62,64,2,0.22,0.00,594.00,,,,2019,cgwb_2019.pdf
4580KARNATAKA,W162040074434001,,Belgaum,CHIKODI,Kabbur,16.3444,74.7178,2019,7.75,950,0,445,43,101,0,,335,18,70,72,3,0.64,0.04,570.00,,,,2019,cgwb_2019.pdf
4581KARNATAKA,,,Belgaum,CHIKODI,Nippani1,16.4042,74.3678,2019,7.98,1090,0,317,128,118,12,,340,18,72,97,3,0.85,,654.00,,,,2019,cgwb_2019.pdf
4582KARNATAKA,W163100074310001,,Belgaum,CHIKODI,Soundalga1,16.5167,74.5167,2019,7.99,1000,0,226,114,100,72,,360,24,73,78,1,0.48,0.01,600.00,,,,2019,cgwb_2019.pdf
4583KARNATAKA,W161300074530001,,Belgaum,GOKAK,Arabhavi,16.2167,74.8833,2019,7.84,1030,0,226,99,94,72,,260,38,40,90,49,0.61,0.00,618.00,,,,2019,cgwb_2019.pdf
4584KARNATAKA,,,Belgaum,GOKAK,CHIKKANANDI,16.0878,74.9175,2019,8.56,440,42,61,36,57,0,,120,14,21,43,2,0.58,,264.00,,,,2019,cgwb_2019.pdf
4585KARNATAKA,W161057074413201,,Belgaum,GOKAK,Ghodageri,16.1825,74.6842,2019,7.68,1090,0,153,170,114,43,,260,46,35,95,8,0.37,0.00,654.00,,,,2019,cgwb_2019.pdf
4586KARNATAKA,W160120074494001,,Belgaum,GOKAK,Khanagaon,16.0222,74.8178,2019,8.22,1330,0,220,199,138,101,,350,32,66,119,14,1.09,0.00,798.00,,,,2019,cgwb_2019.pdf
4587KARNATAKA,,,Belgaum,GOKAK,Kundargi,,,,7.97,830,0,214,92,60,23,,165,26,24,59,45,0.71,,498.00,,,,2019,cgwb_2019.pdf
4588KARNATAKA,W160500074570001,,Belgaum,GOKAK,Mamadapur,16.0833,74.9500,2019,8.19,1110,0,207,163,127,25,,290,42,45,90,16,0.62,0.04,666.00,,,,2019,cgwb_2019.pdf
4589KARNATAKA,W161800074543601,,Belgaum,GOKAK,Naganur,16.3000,74.9100,2019,8.27,1640,0,195,277,300,143,,685,48,137,97,2,0.67,0.00,984.00,,,,2019,cgwb_2019.pdf
,W160900075040001,,,,,16.1500,75.0667,2019,7.87,1830,0,189,270,352,35,,530,42,103,142,3,0.59,0.00,1098.00,,,,2019,cgwb_2019.pdf
4591KARNATAKA,W161230074510001,,Belgaum,GOKAK,Sangankeri,16.2083,74.8500,2019,7.82,950,0,238,128,99,43,,375,22,78,49,3,0.38,0.00,570.00,,,,2019,cgwb_2019.pdf
4592KARNATAKA,W161125074351901,,Belgaum,HUKERI,Bastwad,16.1903,74.5836,2019,7.86,860,0,232,99,64,42,,250,28,44,70,14,0.83,0.00,516.00,,,,2019,cgwb_2019.pdf
4593KARNATAKA,W161800074431501,,Belgaum,HUKERI,Bellad Bagewadi,16.3000,74.7169,2019,9.43,750,36,73,121,60,0,,130,14,23,102,2,0.52,0.00,450.00,,,,2019,cgwb_2019.pdf
4594KARNATAKA,W161400074320001,,Belgaum,HUKERI,Gotur,16.2333,74.5333,2019,8.12,500,0,153,36,88,3,,155,22,24,42,2,0.69,0.00,300.00,,,,2019,cgwb_2019.pdf
4595KARNATAKA,,,Belgaum,HUKERI,Gumachinamardi,16.1000,74.6847,2019,8.30,1850,78,232,256,132,88,,295,26,56,178,214,1.16,,1110.00,,,,2019,cgwb_2019.pdf
4596KARNATAKA,W161330074362001,,Belgaum,HUKERI,Hukeri1,16.2250,74.6006,2019,9.53,840,36,6,178,84,8,,125,18,19,130,6,0.48,0.01,504.00,,,,2019,cgwb_2019.pdf
4597KARNATAKA,W161530074393001,,Belgaum,HUKERI,Hulloli,16.2583,74.6508,2019,8.40,590,36,104,43,68,34,,200,26,33,47,1,0.51,0.01,354.00,,,,2019,cgwb_2019.pdf
4598KARNATAKA,,,Belgaum,HUKERI,Hunuru,,,,7.92,460,0,201,28,49,1,,150,20,24,39,1,0.57,,276.00,,,,2019,cgwb_2019.pdf
4599KARNATAKA,W132330076315301,,Belgaum,HUKERI,Madihalli,16.2117,74.6181,2019,9.73,450,18,92,36,51,0,,95,14,15,47,14,0.41,0.00,270.00,,,,2019,cgwb_2019.pdf
4600KARNATAKA,W161530074290001,,Belgaum,HUKERI,Sankeshwar,16.2583,74.4833,2019,7.86,1070,0,348,121,86,37,,480,18,106,71,1,0.43,0.00,642.00,,,,2019,cgwb_2019.pdf
,W161609074345101,,,,,16.2692,74.5808,2019,9.00,1490,54,30,249,152,184,,385,24,79,200,8,0.55,0.06,894.00,,,,2019,cgwb_2019.pdf
4602KARNATAKA,W153210074292501,,Belgaum,KHANAPUR,Gunji,15.5361,74.4839,2019,9.34,280,42,12,28,40,0,,55,10,7,39,6,0.58,0.00,168.00,,,,2019,cgwb_2019.pdf
4603KARNATAKA,W154000074300001,,Belgaum,KHANAPUR,Khanapur1,15.6667,74.5000,2019,7.66,510,0,67,71,38,46,,125,28,13,38,3,0.14,0.00,306.00,,,,2019,cgwb_2019.pdf
,W155015074550501,,,,,15.8375,74.9181,2019,7.89,780,0,201,78,86,22,,220,34,33,58,2,0.35,0.00,468.00,,,,2019,cgwb_2019.pdf
4605KARNATAKA,W155450074550001,,Belgaum,PARASGAD,Hallakki,15.9139,74.9167,2019,8.19,640,0,207,43,54,90,,295,22,58,38,2,1.08,0.00,384.00,,,,2019,cgwb_2019.pdf
4606KARNATAKA,,,Belgaum,PARASGAD,Sopadla,15.9917,75.0500,2019,7.89,1620,0,293,220,252,32,,365,30,70,220,57,0.68,,972.00,,,,2019,cgwb_2019.pdf
4607KARNATAKA,W160043075114901,,Belgaum,RAMDURG,Godachi,16.0119,75.1969,2019,7.81,1040,0,201,135,153,1,,345,34,63,80,5,0.54,0.00,624.00,,,,2019,cgwb_2019.pdf
4608KARNATAKA,W163830074530001,,Belgaum,RAYBAG,Ainapur,16.6417,74.8833,2019,7.33,1710,0,293,256,290,25,,515,72,81,164,13,0.23,0.00,1026.00,,,,2019,cgwb_2019.pdf
4609KARNATAKA,,,Belgaum,RAYBAG,Bekud,16.4250,74.8339,2019,8.44,1980,54,61,433,208,6,,635,106,90,134,3,0.46,,1188.00,,,,2019,cgwb_2019.pdf
4610KARNATAKA,W163600074560001,,Belgaum,RAYBAG,Kuduchi,16.6000,74.9333,2019,8.15,730,0,122,114,72,46,,280,38,45,37,1,0.42,0.00,438.00,,,,2019,cgwb_2019.pdf
