sl_no,well_id,state,district,block,location,latitude,longitude,year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U,Fe,As,source_year,source_file
2132,W205040085512601,Jharkhand,Ranchi,Mandar,Mandar,23.27,85.05,2021,7.86,822,0,146,121,87,52,0.06,225,56,21,77,10,0.45,2.26,534,,,,2021,cgwb_2021.pdf
2133,W231931085465201,Jharkhand,Ranchi,Silli,Patrahatu,23.19,85.46,2021,7.7,712,0,134,57,115,48,0.08,320,78,30,20,6.17,0.65,7.04,463,,,,2021,cgwb_2021.pdf
2134,W181419077121101,Jharkhand,Ranchi,Namkum,Rampur,23.17,85.24,2021,7.83,231,0,61,25,12,16,0.2,80,14,11,10,2.19,0.36,8.29,150,,,,2021,cgwb_2021.pdf
2135,W232200085500001,Jharkhand,Ranchi,Silli,Silli,23.22,85.5,2021,8.01,598,0,214,28,50,36,0.14,190,48,17,45,4.4,0.61,11,389,,,,2021,cgwb_2021.pdf
2136,,Jharkhand,Ranchi,Sonahatu,Sonahatu,23.12,85.42,2021,7.8,240,0,85,11,22,22,0.13,100,30,6.08,2.59,2.77,0.64,3.08,156,,,,2021,cgwb_2021.pdf
2137,W231124085305801,Jharkhand,Ranchi,Bundu,Taimara,23.11,85.30,2021,7.9,260,0,73,11,17,46,0.25,95,24,8.51,4.37,19,0.68,10,169,,,,2021,cgwb_2021.pdf
2138,W230400085380001,Jharkhand,Ranchi,Tamar,Tamar,23.04,85.38,2021,7.82,240,0,98,18,14,2,0.16,105,22,12,7.61,2.34,0.25,19,156,,,,2021,cgwb_2021.pdf
2139,W233012085292001,Jharkhand,Ranchi,Ormanjhi,Ukrid,23.3,85.29,2021,7.98,310,0,128,14,15,22,0.14,145,42,9.72,0,4.01,0.91,4.14,202,,,,2021,cgwb_2021.pdf
2140,W232550085195001,Jharkhand,Ranchi,Kanke,Kanke Chowk,23.02,85.01,2021,7.36,922,0,165,142,76,55,0.13,335,68,40,51,6.19,0.16,11,599,,,,2021,cgwb_2021.pdf
2141,W232550085201201,Jharkhand,Ranchi,Kanke,Sukurhutu,23.02,85.01,2021,7.91,1524,0,397,202,99,50,0.9,460,76,66,111,35,0.67,14,991,,,,2021,cgwb_2021.pdf
2142,W232338085211201,Jharkhand,Ranchi,Namkum,Ladnapiri,23.02,85.02,2021,8.04,614,0,207,32,50,40,0.58,255,44,35,17,3.07,0.4,17,399,,,,2021,cgwb_2021.pdf
2143,W231703085230001,Jharkhand,Ranchi,Namkum,Pindarcom,23.01,85.02,2021,7.63,696,0,140,67,87,53,0.2,255,44,35,32,11,0.73,5.84,452,,,,2021,cgwb_2021.pdf
2144,W100642076212201,Kerala,Ernakkulam,Vazhakulam,Alwaye,10.1117,76.3561,2021,6.33,164,0,7.6,17.0,16,13.1,0,21.4,6.8,1.1,15,15,0.1,,,0,,,2021,cgwb_2021.pdf
2145,W095450076300001,Kerala,Ernakkulam,Pampakuda,Anchalpetty,9.9139,76.5,2021,6.59,112,0,12.7,12.20,6.5,8.6,0,25.7,9.4,0.58,9.7,3.2,0.00,,,0,,,2021,cgwb_2021.pdf
2146,W094825076170501,Kerala,Ernakkulam,Palluruthy,Chellanum,9.8069,76.2847,2021,8.17,1240,0,394.0,137.0,4.8,59,0,342.4,132,3.65,99.4,34.2,0.10,,,0,,,2021,cgwb_2021.pdf
2147,W100910076202201,Kerala,Ernakkulam,Parakadav,Chengamanad,10.1528,76.3394,2021,8.06,98,0,5.1,19.1,3.9,15.6,0,12.8,5.1,0.036,18.4,6.3,0.80,,,0,,,2021,cgwb_2021.pdf
2148,W100120076182701,Kerala,Ernakkulam,Kochi Corporation,Edapally,10.0222,76.3075,2021,8.24,1120,0,241.0,212.00,21.6,1.9,0,278,107.2,2.94,123,9.7,0.6,,,0,,,2021,cgwb_2021.pdf
2149,W095700076144701,Kerala,Ernakkulam,Kochi Corporation,Fort Cochin,9.95,76.2464,2021,8.53,740,6,200.0,26.4,12.5,2.1,0,118,40,4.57,22.8,5.5,0.2,,,0,,,2021,cgwb_2021.pdf
2150,W100750076355501,Kerala,Ernakkulam,Kothamangalam,Kottapadi,10.1306,76.5986,2021,7.93,96,0,28.0,8.8,4.5,5.4,0,6.4,2.34,0.14,10.7,2.7,0.0,,,0,,,2021,cgwb_2021.pdf
2151,W100120076133001,Kerala,Ernakkulam,Vypin,Malipuram,10.0222,76.225,2021,8.24,380,0,152.0,25.40,4.8,12,0,161,55.7,5.55,23,5.2,0.00,,,0,,,2021,cgwb_2021.pdf
2152,W095330076233001,Kerala,Ernakkulam,Mulanthuruthi,Mulanthuruthi,9.8917,76.3917,2021,7.9,166,0,7.6,24.00,5,19.3,0,34.2,7.7,3.67,22.3,4.3,0.05,,,0,,,2021,cgwb_2021.pdf
2153,,Kerala,Ernakkulam,Muvattupuzha,Muvattupuzha,9.9847,76.5792,2021,7.98,200,0,38,7.5,30.7,8.6,0,59,21.4,1.44,8.3,8.8,0,,,0,,,2021,cgwb_2021.pdf
2154,W100320076462501,Kerala,Ernakkulam,Kothamangalam,Neriyamangalam,10.0556,76.7736,2021,7.92,91,0,10.2,14,5.7,5.6,0,25.6,6.8,2.12,11.6,3.3,0,,,0,,,2021,cgwb_2021.pdf
2155,W095630076303001,Kerala,Ernakkulam,Pampakuda,Perumbadavam,9.9417,76.5083,2021,8.12,60,0,15.2,7,0.7,2.2,0,23.5,3.4,3.66,6.2,2.1,0,,,0,,,2021,cgwb_2021.pdf
2156,W095635076203501,Kerala,Ernakkulam,Tripunithura,Tripunithura,9.9431,76.3431,2021,8.32,630,6,203,47.4,36.5,24.6,0,155,40.7,13.1,46.8,19.2,0.06,,,0,,,2021,cgwb_2021.pdf
2157,W100438076152001,Kerala,Ernakkulam,Alangad,Varapuzha,10.0772,76.2556,2021,8.18,430,0,89,30.1,32.4,34.1,0,128,42,5.79,33,9.4,0.07,,,0,,,2021,cgwb_2021.pdf
2158,W113530075351501,Kerala,Kozhikode,Badagara,Badagara,11.598442,75.585241,2021,7.20,370,0,45,50,22.75,53.6,0,134,44.69,5.71,23,9,0.0,,,0,,,2021,cgwb_2021.pdf
2159,W112642075494801,Kerala,Kozhikode,Balusseri,Balusseri,11.446784,75.830208,2021,7.36,200,0,6.42,33.9,2.01,35.6,0,56,16.62,3.67,22.87,5.75,0.0,,,0,,,2021,cgwb_2021.pdf
2160,W111018075482501,Kerala,Kozhikode,Kozhikode,Beypore,11.1734,75.806195,2021,7.40,530,0,96.3,74.59,46.6,32.4,0,185,59.36,9.13,50.66,13.98,0.0,,,0,,,2021,cgwb_2021.pdf
2161,,Kerala,Kozhikode,Kozhikode,Chelavur,11.297009,75.847277,2021,4.00,310,0,0,55.24,3.5,62.43,0,47.1,13.54,3.24,54.7,4.66,0.0,,,0,,,2021,cgwb_2021.pdf
2162,W112430075433001,Kerala,Kozhikode,Panthalayini,Chemencheri,11.3944521,75.72803,2021,6.32,250,0,32.1,24.1,26.67,24.4,0,107.9,39.2,2.47,19.56,4.91,0.0,,,0,,,2021,cgwb_2021.pdf
2163,W114000075450001,Kerala,Kozhikode,Kunnummal,Devarkoil,11.670623,75.767384,2021,6.40,280,0,25.7,31.51,18.3,55.1,0,97,31.3,4.6,22.9,5.34,0.0,,,0,,,2021,cgwb_2021.pdf
2164,W112015075444001,Kerala,Kozhikode,Kozhikode,Elattur,11.334405,75.741055,2021,6.65,270,0,63.5,21.1,32.1,16.9,0,136,48.68,3.57,17.55,2.3,0.0,,,0,,,2021,cgwb_2021.pdf
2165,W113255075535501,Kerala,Kozhikode,Balusseri,Kakkayam,11.549702,75.89704,2021,7.00,53,0,19.3,2.8,2.93,2.9,0,45,14.37,2.34,4.66,1.4,0.0,,,0,,,2021,cgwb_2021.pdf
2166,W114312075380103,Kerala,Kozhikode,Thuneri,Kayapanachi,11.711965,75.591165,2021,6.70,370,0,12.84,92.3,19.9,17.9,0,98.6,17.71,13.25,43.36,2.22,0.0,,,0,,,2021,cgwb_2021.pdf
2167,W112130075543501,Kerala,Kozhikode,Koduvalli,Koduvalli,11.333923,75.892736,2021,6.93,107,0,40,8.08,1.8,6.9,0,73.3,19.35,6.09,9.36,1.47,0.0,,,0,,,2021,cgwb_2021.pdf
2168,W114015075332001,Kerala,Kozhikode,Badagara,Mukkali,11.6744,75.5542,2021,7,115,0,20,9.59,9.66,6.47,0,42.3,14.71,1.36,10.21,1.87,0.0,,,0,,,2021,cgwb_2021.pdf
2169,W113200075400001,Kerala,Kozhikode,Thuneri,Nadapuram,11.686539,75.6529,2021,6.81,200,0,24.9,20.3,8.7,9.12,0,85,27.18,4.18,16.51,3.31,0.0,,,0,,,2021,cgwb_2021.pdf
2170,W102110076185801,Kerala,Kozhikode,Perambra,Perambra,11.565205,75.75538,2021,6.91,130,0,17.5,15,3.21,18.5,0,59.6,19.41,2.74,12.32,2.6,0.0,,,0,,,2021,cgwb_2021.pdf
2171,W114530075435001,Kerala,Kozhikode,Thuneri,Pudukayam,11.743564,75.716991,2021,7.01,61,0,15,6.35,0.53,12.34,0,42.3,12.75,2.54,6.8,0.92,0.0,,,0,,,2021,cgwb_2021.pdf
2172,W112950075590501,Kerala,Kozhikode,Koduvalli,Pudupadi,11.44908,75.960825,2021,6.88,122,0,19.9,15.51,5.29,9.95,0,45.7,13.8,2.75,11.4,3.47,0.0,,,0,,,2021,cgwb_2021.pdf
2173,W112624075413901,Kerala,Kozhikode,Panthalayini,Quilandy,11.44167,75.69355,2021,7.08,480,0,174.7,42,18.4,29.17,0,357.8,70.9,44,45.19,17,0.0,,,0,,,2021,cgwb_2021.pdf
2174,W111030075513001,Kerala,Kozhikode,Kozhikode,Ramanattukara,11.177356,75.859512,2021,7.74,870,0,268.3,116.8,58.5,23.1,0,330.7,80,31.9,149.8,14.9,0.0,,,0,,,2021,cgwb_2021.pdf
2175,W113400075403001,Kerala,Kozhikode,Thodannur,Thiruvallur,11.5907,75.6734,2021,7.57,114,0,7.49,10.6,3.43,31.1,0,55,17.2,2.96,9.51,2.16,0.0,,,0,,,2021,cgwb_2021.pdf
2176,W112919075384901,Kerala,Kozhikode,Meladi,Tikkodi,11.488112,75.628044,2021,7.55,95,0,7.49,13,5,12.05,0,41.6,13.54,1.9,7.56,6.22,0.0,,,0,,,2021,cgwb_2021.pdf
2177,W100048076571801,Kerala,Idukki,Adimaly,Adimali,10.013,76.96,2021,6.93,135,0,19.06,20.5,10.8,4.4,0,15,4,1.22,16.1,2.58,0,,,0,,,2021,cgwb_2021.pdf
2178,,Kerala,Idukki,Idukki,Idukki,9.842,76.98,2021,6.48,92,0,25.4,8.4,4.05,5.6,0,25,8,1.22,10.78,2.66,0,,,0,,,2021,cgwb_2021.pdf
2179,W095830076465401,Kerala,Idukki,Elamdesom,Kaliyar,9.974,76.78,2021,6.88,230,0,25.4,26.3,7.05,31.3,0,45,16,1.23,21.04,6.98,0,,,0,,,2021,cgwb_2021.pdf
2180,W094400077051501,Kerala,Idukki,Kattappana,Kattapana,9.733,77.09,2021,3.06,790,0,0,87.10,27.80,134,0,105,26.1,9.7,67.2,24.5,0.3,,,0,,,2021,cgwb_2021.pdf
2181,W101459077101701,Kerala,Idukki,Nedumkandam,Koilkadavu,10.24,77.17,2021,7.22,450,0,90,64.2,19.8,17.4,0,120,38,6.12,38,8.73,0.2,,,0,,,2021,cgwb_2021.pdf
2182,W094800076523601,Kerala,Idukki,Idukki,Kulamavu,9.8,76.88,2021,7.32,170,0,19.1,17.2,4.1,30.9,0,45,12,37,16.2,4.1,0,,,0,,,2021,cgwb_2021.pdf
2183,W095610076423001,Kerala,Idukki,Thodupuzha,Kumaramangalam,9.93,76.7,2021,7.33,96,0,20.3,10.8,15,12,0,20,8,0.1,12.6,3.3,0.05,,,0,,,2021,cgwb_2021.pdf
2184,W093643077092601,Kerala,Idukki,Azhutha,Kumili,9.6,76.36,2021,7.75,340,0,127.1,28.5,8.13,2.43,0,105,36,3.5,26.5,4.61,0.32,,,0,,,2021,cgwb_2021.pdf
2185,W094755076504301,Kerala,Idukki,Idukki,Moolamattam,9.779,76.87,2021,7.68,105,0,27.9,6.38,5.2,8.16,0,25,8,12,8.5,1.5,0.32,,,0,,,2021,cgwb_2021.pdf
2186,W100515077040201,Kerala,Idukki,Devikulam,Munnar,10.08,77.07,2021,7.66,90,0,25.7,14.70,3.06,7.17,0,30,8,24,13.4,3.8,0,,,0,,,2021,cgwb_2021.pdf
2187,W095016077093801,Kerala,Idukki,Nedumkandam,Nedumkandam,9.839,77.15,2021,7.68,470,0,133.4,50.20,14.7,13.1,0,145,46.1,7.2,37.8,8.7,0.1,,,0,,,2021,cgwb_2021.pdf
2188,W095900077091501,Kerala,Idukki,Devikulam,Poopara,9.983,77.15,2021,7.83,450,0,79,45.50,17.3,42.5,0,95,28.1,6.1,43.4,13.9,0.1,,,0,,,2021,cgwb_2021.pdf
2189,W093400077060001,Kerala,Idukki,Azhutha,Vandiperiyar,9.567,77.1,2021,7.74,490,0,50.8,57.1,27.4,52.6,0,75,20,6.1,47.4,35.6,0.07,,,0,,,2021,cgwb_2021.pdf
2190,W094230077030001,Kerala,Idukki,Kattappana,Vellilamkandam,9.708,77.05,2021,7.75,63,0,12.7,10.4,1.89,5.39,0,20,4,2.4,11.9,4.6,0,,,0,,,2021,cgwb_2021.pdf
2191,W110600076390001,Kerala,Palakkad,Attapadi,Agali,11.088,76.64,2021,7.18,970,0,402.6,63.3,33.6,39.75,0,192.4,49.3,16.9,81,3,0.5,,,0,,,2021,cgwb_2021.pdf
2192,W103900076323001,Kerala,Palakkad,Alathur,Alathur,10.64,76.55,2021,7.76,640,0,133.4,99.80,50.9,1.8,0,284.4,52.6,37.39,52.49,6.46,0.0,,,0,,,2021,cgwb_2021.pdf
2193,W104110076521001,Kerala,Palakkad,Chittur,Gopalapuram,10.69,76.87,2021,7.81,660,0,273.2,48.1,13.7,30.86,0,208,41,25.6,72.35,3.93,1.4,,,0,,,2021,cgwb_2021.pdf
2194,W105415076240001,Kerala,Palakkad,Sreekrishnapuram,Karimpuzha,10.87,76.41,2021,7.62,103,0,147.4,11.5,8.45,4,0,65.8,18.2,4.97,12.78,4.33,0.0,,,0,,,2021,cgwb_2021.pdf
2195,,Kerala,Palakkad,Kollengode,Koduvayur,10.67,76.64,2021,7.93,300,0,88.4,27.4,18.59,3.16,0,101,9.3,19.03,35.6,2.18,0.9,,,0,,,2021,cgwb_2021.pdf
2196,W103640076410001,Kerala,Palakkad,Kollengode,Kollengode,10.61,76.69,2021,7.93,510,0,203.0,30.80,28.5,2.47,0,150,26.1,20.69,58.1,5.8,1.06,,,0,,,2021,cgwb_2021.pdf
2197,W105140076111501,Kerala,Palakkad,Pattambi,Koppam,10.86,76.18,2021,7.83,260,0,44.2,43.40,3.22,18.6,0,73.6,11,11,35.9,3.51,0.1,,,0,,,2021,cgwb_2021.pdf
2198,W104400076510001,Kerala,Palakkad,Chittur,Kozhinjampara,10.74,76.84,2021,8.12,670,0,215.7,64.50,43.7,16.71,0,264,62.3,26.6,61.6,3.66,0.0,,,0,,,2021,cgwb_2021.pdf
2199,W104630076283001,Kerala,Palakkad,Mannarkkad,Mankara,10.78,76.49,2021,8.13,290,0,82.6,28.5,14.6,6.6,0,101,12,17.4,33.1,5.4,0.09,,,0,,,2021,cgwb_2021.pdf
2200,W105940076292201,Kerala,Palakkad,Chittur,Mannarkkad,10.99,76.46,2021,8.44,420,12,104.4,38.3,14.3,24,0,100,24.2,9.8,30.4,12.8,0.06,,,0,,,2021,cgwb_2021.pdf
2201,W103816076514601,Kerala,Palakkad,Kollengode,Meenakshipuram,10.63,76.86,2021,8.4,980,12,355.6,64.95,28.8,86.7,0,248,41.1,35.4,57.9,9,0.41,,,0,,,2021,cgwb_2021.pdf
2202,W103630076450001,Kerala,Palakkad,Palakkad,Meenkara,10.61,76.8,2021,8.3,880,24,381.2,70.4,55.1,4.1,0,317,69.1,35.4,75.75,11.5,1.21,,,0,,,2021,cgwb_2021.pdf
2203,,Kerala,Palakkad,Chittur,Mundur,10.83,76.58,2021,8.25,400,0,139.8,42.1,9,2.64,0,151,21,24,34.8,3.9,0.31,,,0,,,2021,cgwb_2021.pdf
2204,W104600076253001,Kerala,Palakkad,Palakkad Mun,Ottapalam,10.771,76.37,2021,6.33,370,0,19,80.3,2.6,11.5,0,91,18,11.2,58.6,1.47,0.06,,,0,,,2021,cgwb_2021.pdf
2205,W104608076384301,Kerala,Palakkad,Pattambi,Palakkad,10.76,76.66,2021,8.09,710,0,279.6,70.3,26.7,11.5,0,315,40.6,52,64.8,3.53,0.48,,,0,,,2021,cgwb_2021.pdf
2206,W104815076112001,Kerala,Palakkad,Kollengode,Pattambi,10.804,76.18,2021,8.08,320,0,69.9,41,19.7,14.1,0,109,20.3,14.4,32,6.2,0.09,,,0,,,2021,cgwb_2021.pdf
2207,W103200076083001,Kerala,Trissur,Puzhakkal,Adatt,10.013,76.96,2021,6.79,198,0,12.7,29.8,3.2,24.8,0,45.4,7.8,6.3,20,4,0.0,,,0,,,2021,cgwb_2021.pdf
2208,W101730076200001,Kerala,Trissur,Chalakkudy Municipality,Chalakudi,9.9103,76.67,2021,6.9,98,0,7.62,13.20,1.58,14.1,0,42.5,5,4.2,12.3,3,0.40,,,0,,,2021,cgwb_2021.pdf
2209,W103458076012801,Kerala,Trissur,Chavakkad,Chavakkad,9.633,76.98,2021,7.36,240,0,76.2,19.5,16,1.33,0,65.04,13,7.9,19.6,6.3,0.00,,,0,,,2021,cgwb_2021.pdf
2210,W102610076123001,Kerala,Trissur,Cherpu,Cherpu,9.842,76.98,2021,7.69,145,0,38.1,16.1,2.77,2.55,0,62,8,10.22,20.1,4.7,0.10,,,0,,,2021,cgwb_2021.pdf
2211,W102600076242501,Kerala,Trissur,Azhutha,Echipara,9.853,76.67,2021,8.02,90,0,20.3,6.03,5.4,8.11,0,60,7.35,10.1,8.6,1.96,0.0,,,0,,,2021,cgwb_2021.pdf
2212,W101220076095501,Kerala,Trissur,,,10.24,77.17,2021,8.27,350,0,108,28.9,7.9,1.53,0,40.1,9.5,8.5,17,5.9,0.0,,,0,,,2021,cgwb_2021.pdf
2213,W103630076040001,Kerala,Trissur,Guruvayur Municipality,Guruvayur,9.8,76.88,2021,8.29,300,0,82.6,35.6,7,2.4,0,86.3,13.6,12.7,29.7,4.7,0.1,,,0,,,2021,cgwb_2021.pdf
2214,W104230076055801,Kerala,Trissur,Chovvannur,Kallumpuram,9.6,76.36,2021,7.98,190,0,30.5,16.5,12.3,10.5,0,69,10,10,15.7,5.5,0.1,,,0,,,2021,cgwb_2021.pdf
2215,W102000076300001,Kerala,Trissur,Kodakara,Kallur,9.558,76.97,2021,8,128,0,30.5,15.0,1.87,8.8,0,57.9,7.63,9.4,12.4,7.4,0.1,,,0,,,2021,cgwb_2021.pdf
2216,W104040076121001,Kerala,Trissur,Wadakkancherry,Kundannur,9.839,77.15,2021,8.66,740,6,222,77.70,35,2.5,0,237.3,24.05,4.3,52.5,11.2,0.4,,,0,,,2021,cgwb_2021.pdf
2217,W101432076155201,Kerala,Trissur,Mala,Mala,9.983,77.15,2021,8.35,141,6,15.2,11.80,16,7.4,0,100,22,11,10.3,9.3,0.06,,,0,,,2021,cgwb_2021.pdf
2218,W102810076040001,Kerala,Trissur,Anthikkad,Manalur,9.733,77.16,2021,8.06,46,0,12.7,6.40,2.9,1.3,0,37,5.7,5.5,8.3,1.6,0.00,,,0,,,2021,cgwb_2021.pdf
2219,W102130076155001,Kerala,Trissur,Irinjalakkuda,Muriyad,11.493,75.66,2021,7.66,178,0,15.2,30.2,5.5,0,0,54.7,6.05,9.6,23.8,9.1,0,,,0,,,2021,cgwb_2021.pdf
2220,,Kerala,Trissur,,,11.38.32,76.12.52,2021,8.26,410,0,127,28.3,24.5,2.7,0,86,22,7.4,25.2,12.8,0,,,0,,,2021,cgwb_2021.pdf
2221,W092930076193501,Kerala,Allapuzha,Aryad,Alleppey,9.4900,76.3300,2021,7.24,250,0.0,154.1,5.4,4.29,2.1,0,160,60.0,2.00,5.4,1.82,0.04,,,0,,,2021,cgwb_2021.pdf
2222,W091400076343501,Kerala,Allapuzha,Mavelikara,Aranootimangalam,9.2300,76.5800,2021,6.44,85,0.0,18.0,12.0,0.4,14.4,0,29,8.2,2.06,8.06,2.42,0.03,,,0,,,2021,cgwb_2021.pdf
2223,W095100076190001,Kerala,Allapuzha,Thykattussery,Arukutti,9.8500,76.3200,2021,7.04,96,0.0,96.3,3.70,8.66,14.1,0,117,44.3,1.70,4.25,1.5,0.03,,,0,,,2021,cgwb_2021.pdf
2224,W091459076310601,Kerala,Allapuzha,Mavelikara,Chettikulangara,9.2500,76.5200,2021,7.54,132,0.0,46.2,6.3,12.3,1.03,0,48,15.0,2.60,6.4,2.87,0.000,,,0,,,2021,cgwb_2021.pdf
2225,W091715076275001,Kerala,Allapuzha,Haripad,Haripad,9.2900,76.4600,2021,8.09,410,0.0,134.8,45.7,16.03,15.4,0,149,49.9,6.10,27.5,6.02,0.06,,,0,,,2021,cgwb_2021.pdf
2226,W092000076370001,Kerala,Allapuzha,Chengannur,Kallissery,9.3300,76.6200,2021,8.11,104,0.0,10.3,6.29,7.45,21.6,0,26.4,5.9,2.85,7.71,1.67,0.00,,,0,,,2021,cgwb_2021.pdf
2227,W091030076340001,Kerala,Allapuzha,Bharanikavu,Kattanam,9.1800,76.5700,2021,8.12,41,0.0,12.8,1.8,2.3,4.86,0,8.56,1.8,1.0,5.1,1.0,0.02,,,0,,,2021,cgwb_2021.pdf
2228,W091100076290001,Kerala,Allapuzha,Muthukulam,Kayamkulam,9.1800,76.4800,2021,7.91,350,0.0,38.5,32.5,31.2,7.9,0,61.8,17.2,4.60,26.2,4.76,0.010,,,0,,,2021,cgwb_2021.pdf
2229,W085540076413004,Kerala,Allapuzha,Muthukulam,Oachira1,9.1500,76.5100,2021,7.71,200,0.0,25.7,16.00,34.2,8,0,60.4,18.6,3.42,16.5,5,0.02,,,0,,,2021,cgwb_2021.pdf
2230,W091215076321001,Kerala,Allapuzha,Mavelikara,Pallarimangalam,9.2000,76.5400,2021,7.69,370,0.0,77.0,57.50,15.8,22.7,0,86.3,31.0,2.20,40.5,2.3,0.02,,,0,,,2021,cgwb_2021.pdf
2231,W091300076290002,Kerala,Allapuzha,Muthukulam,Pathiyur-R1,9.2200,76.4800,2021,8.06,840,0.0,202.8,107.90,91.2,6.67,0,218,57.3,15.40,87.1,22.3,0.08,,,0,,,2021,cgwb_2021.pdf
2232,W094400076173001,Kerala,Allapuzha,Pattanakkad,Pattanakad,9.7300,76.2900,2021,8.28,460,0.0,256.8,19.90,5.9,16.3,0,219,79.5,5.00,16.1,12.8,0.07,,,0,,,2021,cgwb_2021.pdf
2233,W091400076323001,Kerala,Allapuzha,Haripad,Thevery,9.2300,76.5400,2021,7.92,240,0,64.2,21,25.3,4.6,0,57.8,5.6,10.7,18,3.9,0.09,,,0,,,2021,cgwb_2021.pdf
2234,W093600076200001,Kerala,Allapuzha,Kanjikuzhi,Valavanad,9.6000,76.3300,2021,7.84,193,0,53.9,17.5,12,6.14,0,29.1,4.6,4.3,15.1,5.7,0.01,,,0,,,2021,cgwb_2021.pdf
2235,W121140075275501,Kerala,Kannur,Taliparamba,Alacode,12.1900,75.4700,2021,5.92,31,0,16,5.15,3.72,5.9,0,15.9,2.1,2.60,6.23,1.05,0.01,,,0,,,2021,cgwb_2021.pdf
2236,W115840075183001,Kerala,Kannur,Taliparamba,Kannapuram,11.9794,75.3169,2021,8.6,260,26.6,41,18.4,11.19,23.9,0,75,21.4,5.20,18.35,4.76,0.05,,,0,,,2021,cgwb_2021.pdf
2237,,Kerala,Kannur,Koothuparamba,Kannavam,11.8450,75.6597,2021,3.3,230,0,0,6.8,1.092,40.6,0,26.5,4.2,3.90,6.97,1.57,0.00,,,0,,,2021,cgwb_2021.pdf
2238,W114937075335501,Kerala,Kannur,Koothuparamba,Koothuparamba,11.8279,75.5649,2021,6.7,360,0,49,35.5,20.99,60.6,0,128,30.0,13.00,23.59,12.17,0.04,,,0,,,2021,cgwb_2021.pdf
2239,W121720075270501,Kerala,Kannur,Thalassery,kozhichal,11.6973,75.5348,2021,6.98,57,0,16,3.3,1.12,13.3,0,26.2,6.4,2.60,4.33,0.9,0.02,,,0,,,2021,cgwb_2021.pdf
2240,W114637075344301,Kerala,Kannur,Peravoor,Mokeri,11.9453,75.7033,2021,4.4,240,0,16,43.2,2.67,33.7,0,48,8.5,6.50,40.42,4.4,0.09,,,0,,,2021,cgwb_2021.pdf
2241,W121730075244501,Kerala,Kannur,Payyannur,Peringome,12.0602,75.1900,2021,4.69,124,0,22,11.44,4.2,31.0,0,42.5,8.5,5.20,10.85,5.05,0.00,,,0,,,2021,cgwb_2021.pdf
2242,W100800076220002,Kerala,Kannur,Thalasserry,Sreekandapuram,11.7520,75.4858,2021,4.3,310,0,22,44.10,12.86,52.7,0,96.2,30.0,5.20,27.99,6.58,0.00,,,0,,,2021,cgwb_2021.pdf
2243,W120200075215501,Kerala,Kannur,Irikkur,Taliparamba,12.0376,75.6651,2021,7.5,220,0,54,18.92,9.1,41.0,0,74.6,23.5,3.90,16.75,10.44,0.00,,,0,,,2021,cgwb_2021.pdf
2244,W115530075213001,Kerala,Kannur,Payyannur,Valapattanam,12.2917,75.4501,2021,4,320,0,0,57.39,18.38,25.4,0,48,12.8,3.90,49.34,5.22,0.05,,,0,,,2021,cgwb_2021.pdf
2245,,Kerala,Kasargod,Manjeshwar,Angadimogar,12.6392,75.0140,2021,7.98,98,0,38,14.40,4.4,0.8,0,37.4,6.4,5.20,16.7,3,0.08,,,0,,,2021,cgwb_2021.pdf
2246,W122900075145001,Kerala,Kasargod,Kasaragod,Bandadka,12.4997,75.2695,2021,8.36,210,26.6,92,6.2,9.6,0.2,0,101,19.3,13.01,9,3.2,0.22,,,0,,,2021,cgwb_2021.pdf
2247,W122401075022001,Kerala,Kasargod,Kanhangad,Bekal,12.4004,75.0311,2021,4.36,260,0,38,31.3,3,34.9,0,53.4,10.7,6.50,23.9,4.9,0.00,,,0,,,2021,cgwb_2021.pdf
2248,W121933075044003,Kerala,Kasargod,Kanhangad,Kanhangad TOWN,12.3133,75.0921,2021,7.45,176,0,5,19.0,2.2,24.1,0,37.4,8.6,3.90,16.2,3.5,0.06,,,0,,,2021,cgwb_2021.pdf
2249,W123300075100001,Kerala,Kasargod,Kardka,Mulleria,12.5489,75.1651,2021,7.58,88,0,19,10.5,4,8.1,0,21.4,6.4,1.30,10.2,4.8,0.00,,,0,,,2021,cgwb_2021.pdf
2250,W122358075124001,Kerala,Kasargod,Kanhangad,Odayanchal,12.4020,75.2050,2021,7.56,52,0,27,6.5,1.8,2.6,0,21.4,4.3,2.60,8,2.6,0.00,,,0,,,2021,cgwb_2021.pdf
2251,W123842075063101,Kerala,Kasargod,Manjeshwar,Perla,12.6451,75.1088,2021,7.33,159,0,43,16.90,4.3,13.3,0,48.1,6.4,7.80,16.1,6,0.00,,,0,,,2021,cgwb_2021.pdf
2252,W122800075033001,Kerala,Kasargod,Kasaragod,Poinachi,12.4645,75.0587,2021,7.44,68,0,14,10.80,1.7,6.7,0,16,4.3,1.30,11.9,2.7,0.00,,,0,,,2021,cgwb_2021.pdf
2253,W123035075044801,Kerala,Kasargod,Kasaragod,Povval,12.5098,75.0800,2021,7.48,150,0,38,11.00,2.4,20.3,0,43,8.6,5.20,13.9,2.4,0.00,,,0,,,2021,cgwb_2021.pdf
