sl_no,well_id,state,district,block,location,latitude,longitude,year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U,Fe,As,source_year,source_file
891,W181215073540801,Maharashtra,Pune,BHOR,Kasurdi-1,18.20416667,73.90222222,2022,7.75,1066,0,366.1,131.2,32.0,39.3,,465,100.2,52.2,31.0,0.4,0.32,,,3,,,2022,cgwb_2022.pdf
892,W180953074100701,Maharashtra,Pune,PURANDHAR,Kamatwadi-Walha,18.15138889,74.16861111,2022,7.79,1429,0,414.9,226.9,52.6,17.2,,395,80.2,47.4,132.1,0.9,0.36,,,2,,,2022,cgwb_2022.pdf
893,W185834073512701,Maharashtra,Pune,AMBEGAON,Ausari Khurd-1,18.97611111,73.8575,2022,7.79,651.8,0,231.9,56.7,18.4,17.2,,250,52.1,29.2,25.9,0.9,0.37,,,0,,,2022,cgwb_2022.pdf
894,W184542073335201,Maharashtra,Pune,HAVELI,Kamshet,18.76166667,73.56444444,2022,7.71,910,0,353.9,95.7,26.1,2.9,,325,58.1,43.7,54.0,1.5,0.32,,,2,,,2022,cgwb_2022.pdf
895,W183948074221701,Maharashtra,Pune,SHIRUR,Nhavare-1,18.66333333,74.37138889,2022,7.77,1106,0,335.6,131.2,50.4,42.8,,450,90.2,54.7,36.5,0.3,0.28,,,2,,,2022,cgwb_2022.pdf
896,W191422074013001,Maharashtra,Pune,JUNNAR,Kamunde,19.23944444,74.025,2022,7.92,904.3,0,396.6,67.4,28.1,35.0,,310,60.1,38.9,68.0,0.9,0.33,,,1,,,2022,cgwb_2022.pdf
897,W191005074050501,Maharashtra,Pune,JUNNAR,Ale-1,19.16805556,74.08472222,2022,7.96,753,0,329.5,31.9,33.2,35.9,,295,60.1,35.2,29.9,0.2,0.42,,,1,,,2022,cgwb_2022.pdf
898,W182455074010501,Maharashtra,Pune,PURANDHAR,Zendewadi-1,18.41527778,74.01805556,2022,7.94,804.2,0,341.7,46.1,25.8,32.3,,300,80.2,24.3,42.0,0.3,0.42,,,1,,,2022,cgwb_2022.pdf
899,W183557074003101,Maharashtra,Pune,HAVELI,Wagholi-1,18.59916667,74.00027778,2022,7.72,1568,0,396.6,280.1,49.2,26.6,,525,120.2,54.7,103.6,1.3,0.48,,,4,,,2022,cgwb_2022.pdf
900,W190355073545401,Maharashtra,Pune,AMBEGAON,Baramati,18.15333333,74.58916667,2022,8.25,854.6,0,274.6,102.8,33.4,23.7,,350,80.2,36.5,23.1,5.2,0.45,,,2,,,2022,cgwb_2022.pdf
901,W184500073020001,Maharashtra,Raigad,PEN,Veshwi,18.75,73.03333333,2022,7.68,762.2,0,347.8,42.5,21.8,1.3,,295,80.2,23.1,24.9,0.6,0.26,,,0,,,2022,cgwb_2022.pdf
902,W180800073340001,Maharashtra,Raigad,MAHAD,Varandha,18.13333333,73.56666667,2022,7.25,248.8,0,103.7,28.4,12.2,10.0,,120,44.1,2.4,9.2,6.8,0.16,,,0,,,2022,cgwb_2022.pdf
903,W182700073060001,Maharashtra,Raigad,ROHA,Kharapati,18.45,73.1,2022,7.52,584,0,244.1,35.5,15.8,9.1,,230,80.2,7.3,19.1,3.3,0.14,,,0,,,2022,cgwb_2022.pdf
904,W175900073280001,Maharashtra,Raigad,POLADPUR,Poladpur,17.98333333,73.46666667,2022,7.16,424.8,0,158.7,39.0,15.3,13.4,,175,60.1,6.1,17.0,2.8,0.11,,,0,,,2022,cgwb_2022.pdf
905,W185445073191001,Maharashtra,Raigad,KARJAT,Hudhre Budruk (Karjat,18.9125,73.31944444,2022,7.61,762.8,0,366.1,53.2,13.6,1.6,,300,112.2,4.9,35.4,8.0,0.12,,,0,,,2022,cgwb_2022.pdf
906,W181000073110001,Maharashtra,Raigad,MANGAON,Chandore,18.16666667,73.18333333,2022,7.27,126.1,0,61.0,14.2,5.4,2.3,,60,18.0,3.6,6.1,4.8,0.11,,,0,,,2022,cgwb_2022.pdf
907,W183205072590001,Maharashtra,Raigad,ALIBAG,Bilji (Umta),18.53472222,72.98333333,2022,7.5,456.3,0,213.6,35.5,11.6,2.0,,190,70.1,3.6,16.1,1.5,0.12,,,0,,,2022,cgwb_2022.pdf
908,W180415073240001,Maharashtra,Raigad,MAHAD,Sochinde,18.06694444,73.4,2022,7.43,448.5,0,164.8,53.2,11.4,7.3,,180,64.1,4.9,18.0,4.6,0.12,,,0,,,2022,cgwb_2022.pdf
909,W182130073015001,Maharashtra,Raigad,MURUD,Khutal,18.35833333,73.01666667,2022,7.71,520.4,0,244.1,35.5,8.2,0.5,,190,66.1,6.1,35.4,1.0,0.21,,,0,,,2022,cgwb_2022.pdf
910,W184850073051501,Maharashtra,Raigad,PEN,Jite,18.81388889,73.0875,2022,7.55,436.8,0,231.9,17.7,10.9,3.8,,195,70.1,4.9,14.0,1.2,0.18,,,0,,,2022,cgwb_2022.pdf
911,W184335073175501,Maharashtra,Raigad,KHALAPUR,Kargaon,18.72638889,73.29861111,2022,7.65,353.9,0,195.3,17.7,6.8,0.9,,170,60.1,4.9,10.5,0.6,0.17,,,0,,,2022,cgwb_2022.pdf
912,W182840073003001,Maharashtra,Raigad,ROHA,Dapoli,18.47777778,73,2022,7.3,2078,0,396.6,347.4,74.4,3.9,,600,200.4,24.3,160.4,10.6,0.13,,,1,,,2022,cgwb_2022.pdf
913,W182600073122001,Maharashtra,Raigad,ROHA,Phugaon,18.43333333,73.20555556,2022,7.52,722.6,0,225.8,70.9,19.5,40.9,,250,90.2,6.1,29.4,29.3,0.13,,,0,,,2022,cgwb_2022.pdf
914,W180520073062001,Maharashtra,Raigad,MHASLA,Kelte,18.08388889,73.1,2022,7.48,94.01,0,48.8,10.6,6.0,2.3,,50,10.0,6.1,4.1,1.8,0.10,,,0,,,2022,cgwb_2022.pdf
915,W180155073045001,Maharashtra,Raigad,SHRIVARDHAN,Saigaon Govalwadi,18.03194444,73.08055556,2022,7.19,134.2,0,61.0,10.6,0.8,1.1,,50,16.0,2.4,6.2,0.4,0.10,,,0,,,2022,cgwb_2022.pdf
916,W181810073182001,Maharashtra,Raigad,MANGAON,Kumbharcha Kosta Bk,18.30277778,73.30555556,2022,7.52,472.6,0,195.3,49.6,14.0,3.5,,190,54.1,13.4,21.0,1.9,0.14,,,0,,,2022,cgwb_2022.pdf
917,W184130072593001,Maharashtra,Raigad,ALIBAG,Poynad,18.69166667,72.99166667,2022,7.76,797,0,329.5,53.2,21.4,1.3,,260,70.1,20.7,37.7,2.2,0.20,,,0,,,2022,cgwb_2022.pdf
918,W183642072540001,Maharashtra,Raigad,ALIBAG,Nagaon,18.61166667,72.9,2022,7.87,839,0,414.9,39.0,17.1,5.9,,315,100.2,15.8,30.1,13.3,0.23,,,1,,,2022,cgwb_2022.pdf
919,W183233073130801,Maharashtra,Raigad,SUDHAGAD,Pali,18.5425,73.21888889,2022,7.64,690.8,0,292.9,49.6,16.5,3.4,,200,68.1,7.3,34.8,30.7,0.12,,,0,,,2022,cgwb_2022.pdf
920,W184940073170301,Maharashtra,Raigad,KHALAPUR,Khalapur,18.82777778,73.28416667,2022,7.54,281.8,0,122.0,17.7,11.7,2.1,,75,24.0,3.6,15.6,15.5,0.13,,,0,,,2022,cgwb_2022.pdf
921,W184400073030002,Maharashtra,Raigad,PEN,Vadkhal,18.73333333,73.05,2022,7.65,1338,0,335.6,230.4,23.5,4.2,,425,110.2,36.5,76.8,2.8,0.15,,,1,,,2022,cgwb_2022.pdf
922,W190302073060301,Maharashtra,Raigad,PANVEL,Navade-1,19.05055556,73.10083333,2022,8.19,1311,0,427.1,141.8,53.7,2.3,,125,40.1,6.1,203.4,10.4,0.20,,,0,,,2022,cgwb_2022.pdf
923,W183625072584601,Maharashtra,Raigad,ALIBAG,Valvade Shababaj,18.60694444,72.97944444,2022,7.63,840.3,0,231.9,106.4,35.4,7.1,,240,70.1,15.8,54.5,2.8,0.12,,,0,,,2022,cgwb_2022.pdf
924,W180720073125601,Maharashtra,Raigad,MHASLA,Madegaon,18.11722222,73.21555556,2022,7.6,283,0,164.8,21.3,3.2,1.9,,140,40.1,9.7,12.8,0.3,0.13,,,0,,,2022,cgwb_2022.pdf
925,W183718072570201,Maharashtra,Raigad,ALIBAG,Vadva Bk,18.62166667,72.95055556,2022,7.88,1126,0,488.2,102.8,34.7,5.3,,435,140.3,20.7,47.6,4.8,0.15,,,0,,,2022,cgwb_2022.pdf
926,W182941072585601,Maharashtra,Raigad,ALIBAG,Kude,18.49472222,72.98222222,2022,7.6,599.9,0,152.6,88.6,27.9,2.5,,235,60.1,20.7,23.7,1.3,0.14,,,1,,,2022,cgwb_2022.pdf
927,W182805073043101,Maharashtra,Raigad,ROHA,Shenvai-1,18.46805556,73.06694444,2022,7.55,559.4,0,152.6,88.6,24.4,1.6,,200,54.1,15.8,33.5,1.3,0.15,,,0,,,2022,cgwb_2022.pdf
928,W182915073110301,Maharashtra,Raigad,SUDHAGAD,Sukeli,18.4875,73.18416667,2022,7.48,1184,0,183.1,265.9,19.7,1.9,,465,126.3,36.5,26.7,0.6,0.10,,,0,,,2022,cgwb_2022.pdf
929,W181755073142001,Maharashtra,Raigad,MANGAON,Indapur-1,18.29861111,73.23888889,2022,7.93,658.6,0,274.6,70.9,5.9,0.9,,260,70.1,20.7,28.3,4.5,0.09,,,0,,,2022,cgwb_2022.pdf
930,W181958072573101,Maharashtra,Raigad,MURUD,Murud,18.3329,73.0067,2022,7.87,755.4,0,396.6,28.4,17.8,2.9,,285,76.2,23.1,37.8,3.3,0.17,,,0,,,2022,cgwb_2022.pdf
931,W182634073060301,Maharashtra,Raigad,ROHA,Khari,18.44277778,73.10083333,2022,7.72,395.9,0,183.1,24.8,12.6,4.1,,165,46.1,12.2,13.2,0.8,0.13,,,1,,,2022,cgwb_2022.pdf
932,W183847072523001,Maharashtra,Raigad,ALIBAG,Alibag,18.64638889,72.875,2022,7.89,966,0,189.2,106.4,30.5,17.7,,225,84.2,3.6,53.1,21.6,0.22,,,0,,,2022,cgwb_2022.pdf
933,W185908073052401,Maharashtra,Raigad,PANVEL,Chinchpara,18.98555556,73.09,2022,7.77,679.1,0,305.1,46.1,20.8,1.8,,240,68.1,17.0,37.5,1.4,0.15,,,1,,,2022,cgwb_2022.pdf
934,W185833073194601,Maharashtra,Raigad,KARJAT,Chinchawali,18.97583333,73.32944444,2022,7.67,388.8,0,213.6,7.1,7.4,3.4,,175,60.1,6.1,10.4,0.7,0.15,,,0,,,2022,cgwb_2022.pdf
935,W171807073131801,Maharashtra,Ratnagiri,Ratnagiri,Jaigarh,17.30194444,73.22166667,2022,7,216.9,0,97.6,17.7,0.2,6.5,,85,28.1,3.6,9.3,3.7,0.26,,,0,,,2022,cgwb_2022.pdf
936,W172900073210001,Maharashtra,Ratnagiri,Guhaghar,Devghar,17.48333333,73.35,2022,6.53,90.39,0,30.5,14.2,0.0,3.9,,35,12.0,1.2,5.4,0.4,0.14,,,0,,,2022,cgwb_2022.pdf
937,W174500073170001,Maharashtra,Ratnagiri,Dapoli,Vakvali,17.75,73.28333333,2022,6.61,142.5,0,42.7,17.7,12.6,3.8,,45,16.0,1.2,9.4,5.6,0.13,,,0,,,2022,cgwb_2022.pdf
938,W172130073320001,Maharashtra,Ratnagiri,Chiplun,Agave,17.35833333,73.53333333,2022,7.21,306.3,0,170.9,17.7,6.8,4.1,,100,34.1,3.6,30.1,0.8,0.21,,,0,,,2022,cgwb_2022.pdf
939,W170800073290001,Maharashtra,Ratnagiri,Sangmeshwar,Ambed Budruk,17.13333333,73.48333333,2022,7.02,100.5,0,54.9,14.2,0.0,1.7,,50,18.0,1.2,6.4,0.5,0.16,,,0,,,2022,cgwb_2022.pdf
940,W171000073240001,Maharashtra,Ratnagiri,Ratnagiri,Jakadevi,17.16666667,73.4,2022,7.01,102.4,0,30.5,21.3,0.0,6.0,,45,16.0,1.2,5.9,0.6,0.15,,,0,,,2022,cgwb_2022.pdf
941,W174600073250001,Maharashtra,Ratnagiri,Khed,Kalambani,17.76666667,73.41666667,2022,7.02,101.1,0,36.6,14.2,0.0,1.7,,40,10.0,3.6,5.0,2.3,0.15,,,0,,,2022,cgwb_2022.pdf
942,W163900073310001,Maharashtra,Ratnagiri,Rajapur,Rajapur,16.65,73.51666667,2022,7.19,103.2,0,61.0,10.6,0.0,1.1,,50,16.0,2.4,5.9,0.3,0.14,,,0,,,2022,cgwb_2022.pdf
943,W165900073430001,Maharashtra,Ratnagiri,Sangmeshwar,Sakarpa,16.98333333,73.71666667,2022,7.06,316.5,0,146.4,21.3,0.6,8.3,,135,50.1,2.4,7.8,6.7,0.18,,,0,,,2022,cgwb_2022.pdf
944,W180300073170001,Maharashtra,Ratnagiri,MANDANGAD,Mahapral,18.05,73.28333333,2022,7.22,566.4,0,79.3,141.8,4.7,8.7,,225,64.1,15.8,18.4,1.1,0.15,,,0,,,2022,cgwb_2022.pdf
945,W174545073113001,Maharashtra,Ratnagiri,Dapoli,Dapoli,17.7625,73.19166667,2022,7.14,104.3,0,24.4,17.7,0.0,10.4,,40,8.0,4.9,6.5,1.5,0.14,,,0,,,2022,cgwb_2022.pdf
946,W175320073260501,Maharashtra,Ratnagiri,KHED,Kashedi,17.88888889,73.43472222,2022,7.99,166.5,0,54.9,14.2,23.1,4.2,,50,18.0,1.2,13.0,9.5,0.13,,,0,,,2022,cgwb_2022.pdf
947,W173312073302901,Maharashtra,Ratnagiri,Chiplun,Valops Buddhwadi,17.55333333,73.50805556,2022,7.88,298.4,0,97.6,28.4,15.4,16.6,,125,36.1,8.5,10.3,0.8,0.33,,,0,,,2022,cgwb_2022.pdf
948,W174200073350001,Maharashtra,Ratnagiri,Khed,Oni,17.7,73.58333333,2022,7.89,144.7,0,48.8,21.3,0.0,9.2,,50,14.0,3.6,9.9,3.1,0.21,,,0,,,2022,cgwb_2022.pdf
949,W171405073162001,Maharashtra,Ratnagiri,Ratnagiri,Saitwade,17.23472222,73.27222222,2022,7.49,133.3,0,42.7,21.3,0.4,4.2,,50,16.0,2.4,8.0,1.2,0.19,,,0,,,2022,cgwb_2022.pdf
950,W174445073110001,Maharashtra,Ratnagiri,Dapoli,Jalgaon,17.74583333,73.18333333,2022,7.61,104.9,0,42.7,14.2,0.0,2.8,,40,10.0,3.6,7.0,0.5,0.18,,,0,,,2022,cgwb_2022.pdf
951,W172345073160001,Maharashtra,Ratnagiri,Guhaghar,Pimper,17.39583333,73.26666667,2022,7.29,253.4,0,73.2,24.8,12.1,27.1,,100,26.1,8.5,11.4,2.2,0.17,,,0,,,2022,cgwb_2022.pdf
952,W172409073241501,Maharashtra,Ratnagiri,Chiplun,Dugvay,17.4025,73.40416667,2022,7.63,66.88,0,18.3,10.6,0.0,5.5,,25,6.0,2.4,4.5,0.4,0.16,,,0,,,2022,cgwb_2022.pdf
953,W173200073310001,Maharashtra,Ratnagiri,Chiplun,Chiplun,17.53333333,73.51666667,2022,7.62,418.1,0,207.5,21.3,5.7,5.9,,160,44.1,12.2,19.0,3.3,0.16,,,0,,,2022,cgwb_2022.pdf
954,W165900073360001,Maharashtra,Ratnagiri,Sangmeshwar,Dabhola,16.98333333,73.6,2022,7.39,216.2,0,97.6,17.7,0.3,3.4,,90,20.0,9.7,7.3,0.5,0.27,,,0,,,2022,cgwb_2022.pdf
955,W163921073255001,Maharashtra,Ratnagiri,Rajapur,Solgaon,16.65583333,73.43055556,2022,7.27,102.4,0,30.5,17.7,1.6,1.7,,40,12.0,2.4,5.3,0.8,0.18,,,0,,,2022,cgwb_2022.pdf
956,W174450073211501,Maharashtra,Ratnagiri,Khed,Dasturi,17.74722222,73.35416667,2022,7.11,380.3,0,79.3,53.2,18.4,40.1,,150,42.1,10.9,17.2,0.6,0.17,,,0,,,2022,cgwb_2022.pdf
957,W174702073141901,Maharashtra,Ratnagiri,DAPOLI,Karanjani,17.78388889,73.23861111,2022,7.16,96.98,0,30.5,17.7,0.0,4.2,,40,10.0,3.6,5.3,1.3,0.16,,,0,,,2022,cgwb_2022.pdf
958,W175645073174001,Maharashtra,Ratnagiri,MANDANGAD,Kumble,17.94583333,73.29444444,2022,7.58,324.9,0,134.2,17.7,17.4,7.9,,130,34.1,10.9,13.5,2.4,0.13,,,0,,,2022,cgwb_2022.pdf
959,W170820073354001,Maharashtra,Ratnagiri,Sangmeshwar,Muchari (Bhatadewadi),17.13888889,73.59444444,2022,7.31,166.5,0,91.5,14.2,0.0,0.9,,75,26.1,2.4,7.3,0.8,0.16,,,0,,,2022,cgwb_2022.pdf
960,W174200073183001,Maharashtra,Ratnagiri,Khed,Tetavli (Kadamvadi),17.7,73.30833333,2022,7.31,112.3,0,48.8,10.6,0.0,6.6,,45,14.0,2.4,6.2,2.1,0.17,,,0,,,2022,cgwb_2022.pdf
961,W172042073204001,Maharashtra,Ratnagiri,Guhaghar,Abloli,17.345,73.34444444,2022,7.43,120.2,0,36.6,21.3,0.9,1.9,,50,16.0,2.4,4.8,1.6,0.17,,,0,,,2022,cgwb_2022.pdf
962,W165945073341501,Maharashtra,Ratnagiri,Sangmeshwar,Karanjari,16.99583333,73.57083333,2022,7.81,162.7,0,79.3,10.6,0.0,2.8,,65,20.0,3.6,9.0,0.7,0.17,,,0,,,2022,cgwb_2022.pdf
963,W172330073192001,Maharashtra,Ratnagiri,Guhaghar,Kotluk,17.39166667,73.32222222,2022,7.81,127,0,48.8,17.7,0.0,2.9,,50,14.0,3.6,6.3,1.7,0.17,,,0,,,2022,cgwb_2022.pdf
964,W165310073264001,Maharashtra,Ratnagiri,Lanja,Morewadi (Agve),16.88611111,73.44444444,2022,8,392,0,207.5,17.7,0.0,2.2,,100,32.1,4.9,40.1,0.3,0.17,,,0,,,2022,cgwb_2022.pdf
965,W170445073363001,Maharashtra,Ratnagiri,Sangmeshwar,Devrukh,17.06777778,73.60833333,2022,7.88,139.3,0,42.7,17.7,0.0,11.4,,50,14.0,3.6,7.6,0.5,0.17,,,0,,,2022,cgwb_2022.pdf
966,W170951073161001,Maharashtra,Ratnagiri,RATNAGIRI,Ganapati Pule-1,17.16416667,73.26944444,2022,7.27,192.8,0,42.7,35.5,3.5,11.9,,65,14.0,7.3,16.0,0.6,0.20,,,0,,,2022,cgwb_2022.pdf
967,W170017073173301,Maharashtra,Ratnagiri,RATNAGIRI,Ratnagiri-1,17.00027778,73.2925,2022,7.15,327.4,0,122.0,35.5,10.3,9.2,,115,36.1,6.1,18.6,4.9,0.22,,,0,,,2022,cgwb_2022.pdf
968,W175137073154401,Maharashtra,Ratnagiri,KHED,Visapur,17.86027778,73.26222222,2022,6.68,129.8,0,30.5,14.2,5.4,14.7,,50,14.0,3.6,4.0,3.8,0.21,,,1,,,2022,cgwb_2022.pdf
969,W172930073154401,Maharashtra,Ratnagiri,GUHAGAR,Shingartale-1,17.49166667,73.26222222,2022,6.76,182.3,0,61.0,24.8,1.7,5.0,,45,12.0,3.6,19.4,2.1,0.19,,,0,,,2022,cgwb_2022.pdf
970,W174523073131601,Maharashtra,Ratnagiri,Dapoli,Talsure,17.75638889,73.22111111,2022,6.9,90.71,0,30.5,17.7,2.9,4.6,,40,14.0,1.2,5.5,2.2,0.18,,,0,,,2022,cgwb_2022.pdf
971,W172900073280101,Maharashtra,Ratnagiri,Chiplun,Pachad,17.48333333,73.46694444,2022,7.58,330.6,0,140.3,35.5,2.0,6.4,,145,36.1,13.4,10.0,0.6,0.18,,,0,,,2022,cgwb_2022.pdf
972,W172755073242201,Maharashtra,Ratnagiri,Chiplun,Umroli,17.46527778,73.40611111,2022,7.49,67.89,0,18.3,10.6,0.0,3.0,,25,6.0,2.4,3.6,0.3,0.15,,,0,,,2022,cgwb_2022.pdf
973,W172354073304301,Maharashtra,Ratnagiri,Chiplun,Mandki,17.39833333,73.51194444,2022,7.15,121.8,0,54.9,10.6,0.0,1.9,,45,14.0,2.4,7.0,0.4,0.14,,,0,,,2022,cgwb_2022.pdf
974,W170005073223201,Maharashtra,Ratnagiri,Ratnagiri,Pomendi,17.00138889,73.37555556,2022,7.56,111.6,0,36.6,17.7,0.0,5.1,,40,10.0,3.6,7.3,0.7,0.15,,,0,,,2022,cgwb_2022.pdf
975,W170516073234501,Maharashtra,Ratnagiri,Ratnagiri,Lanjuka Sada,17.08777778,73.39583333,2022,7.5,82.78,0,18.3,17.7,2.4,3.8,,35,8.0,3.6,3.9,0.4,0.15,,,0,,,2022,cgwb_2022.pdf
976,W171038073194201,Maharashtra,Ratnagiri,Ratnagiri,Chafe Katalwadi,17.17722222,73.32833333,2022,7.08,55.53,0,18.3,7.1,0.0,1.3,,15,4.0,1.2,5.0,0.4,0.13,,,0,,,2022,cgwb_2022.pdf
977,W171359073161901,Maharashtra,Ratnagiri,Ratnagiri,Khandala,17.23305556,73.27194444,2022,7.18,122.7,0,54.9,10.6,0.0,1.5,,45,14.0,2.4,6.9,0.7,0.15,,,0,,,2022,cgwb_2022.pdf
978,W165915073285201,Maharashtra,Ratnagiri,Ratnagiri,Pali-1,16.9875,73.48111111,2022,7.13,163.6,0,73.2,17.7,0.0,4.4,,65,16.0,6.1,8.8,1.3,0.14,,,0,,,2022,cgwb_2022.pdf
979,W165232073302501,Maharashtra,Ratnagiri,LANJA,Gawane,16.87555556,73.50694444,2022,7.11,92.05,0,36.6,14.2,0.0,1.4,,35,10.0,2.4,6.4,0.9,0.13,,,0,,,2022,cgwb_2022.pdf
980,W172710073373501,Maharashtra,Ratnagiri,CHIPLUN,Shirgaon,17.45277778,73.62638889,2022,7.4,181.8,0,73.2,17.7,0.0,6.0,,70,16.0,7.3,7.2,0.6,0.13,,,0,,,2022,cgwb_2022.pdf
981,W164154073234101,Maharashtra,Ratnagiri,Rajapur,Pawas,16.69833333,73.39472222,2022,7.27,89.08,0,24.4,17.7,0.0,2.4,,30,10.0,1.2,6.7,1.1,0.12,,,0,,,2022,cgwb_2022.pdf
982,W163625073325701,Maharashtra,Ratnagiri,Rajapur,Hatiwale,16.60694444,73.54916667,2022,6.9,102.6,0,18.3,24.8,0.0,3.0,,40,6.0,6.1,5.1,0.4,0.12,,,0,,,2022,cgwb_2022.pdf
983,W163739073321301,Maharashtra,Ratnagiri,Rajapur,Jaitapur,16.6275,73.53694444,2022,7.19,2148,0,61.0,730.3,39.4,2.2,,410,84.2,48.6,299.6,7.1,0.34,,,0,,,2022,cgwb_2022.pdf
984,W164154073234102,Maharashtra,Ratnagiri,Rajapur,Dhartale,16.69833333,73.39472222,2022,7.35,95.99,0,30.5,14.2,0.0,3.5,,35,10.0,2.4,5.8,0.6,0.18,,,0,,,2022,cgwb_2022.pdf
985,W163335073293301,Maharashtra,Ratnagiri,Rajapur,Dattawadi,16.55972222,73.4925,2022,7.25,69.18,0,30.5,7.1,0.0,2.4,,25,6.0,2.4,4.9,0.3,0.15,,,0,,,2022,cgwb_2022.pdf
986,W170515073171801,Maharashtra,Ratnagiri,Ratnagiri,Varewadi,17.0875,73.28833333,2022,7.71,191.1,0,73.2,21.3,8.6,5.7,,65,14.0,7.3,14.9,2.7,0.19,,,0,,,2022,cgwb_2022.pdf
987,W173635073354101,Maharashtra,Ratnagiri,KHED,Dhamnand,17.60972222,73.59472222,2022,7.47,109.2,0,48.8,14.2,1.9,1.9,,50,12.0,4.9,5.5,0.8,0.17,,,0,,,2022,cgwb_2022.pdf
988,W174708073195801,Maharashtra,Ratnagiri,KHED,Dhamni,17.78555556,73.33277778,2022,7.48,148.5,0,67.1,17.7,0.0,2.2,,65,18.0,4.9,7.0,0.6,0.16,,,0,,,2022,cgwb_2022.pdf
989,W172902073113701,Maharashtra,Ratnagiri,Guhaghar,Ghuhagher,17.48388889,73.19361111,2022,7.3,207,0,85.4,17.7,2.3,3.7,,75,16.0,8.5,11.8,0.7,0.15,,,0,,,2022,cgwb_2022.pdf
990,W164440073195301,Maharashtra,Ratnagiri,RAJAPUR,Kasheli,16.74444444,73.33138889,2022,6.93,1606,0,48.8,503.4,25.4,10.7,,435,100.2,45.0,150.2,8.4,0.14,,,0,,,2022,cgwb_2022.pdf
991,W163453073252401,Maharashtra,Ratnagiri,,Kombe,#VALUE!,#VALUE!,2022,7.32,98.48,0,24.4,17.7,1.4,4.7,,40,8.0,4.9,5.1,0.4,0.12,,,0,,,2022,cgwb_2022.pdf
992,W170300075130001,Maharashtra,Sangli,JAT,Jath,17.05,75.21666667,2022,8.12,1277,0,524.8,102.8,38.5,49.0,,300,52.1,41.3,109.7,77.4,0.27,,,0,,,2022,cgwb_2022.pdf
993,W171800074220001,Maharashtra,Sangli,Kadegaon,Kadepur,17.3,74.36666667,2022,7.67,618.3,0,280.7,31.9,23.4,10.5,,230,58.1,20.7,31.3,2.1,0.34,,,0,,,2022,cgwb_2022.pdf
994,W173230074573001,Maharashtra,Sangli,ATPADI,Umbargaon,17.54166667,74.95833333,2022,7.7,819.9,0,372.2,42.5,44.3,7.9,,320,48.1,48.6,37.3,0.9,0.34,,,0,,,2022,cgwb_2022.pdf
995,W165713074243401,Maharashtra,Sangli,Walwa,Ashta,16.95361111,74.40944444,2022,7.4,1070,0,323.4,109.9,71.1,52.5,,425,90.2,48.6,48.4,0.5,0.23,,,1,,,2022,cgwb_2022.pdf
996,W170303074140001,Maharashtra,Sangli,Walwa,Peth,17.05083333,74.23333333,2022,7.54,1430,0,414.9,184.3,58.1,70.1,,485,80.2,69.3,98.2,7.0,0.21,,,1,,,2022,cgwb_2022.pdf
997,W170800074280001,Maharashtra,Sangli,Palus,Panmalewadi,17.13333333,74.46666667,2022,7.56,858.8,0,305.1,70.9,36.1,58.8,,330,68.1,38.9,39.7,0.8,0.19,,,0,,,2022,cgwb_2022.pdf
998,W170400074310001,Maharashtra,Sangli,Palus,Yevali,17.06666667,74.51666667,2022,7.43,3966,0,244.1,953.6,504.3,77.7,,1150,290.6,103.3,388.2,41.8,0.16,,,5,,,2022,cgwb_2022.pdf
999,W172200074220001,Maharashtra,Sangli,Kadegaon,Belavade,17.36666667,74.36666667,2022,7.67,686.2,0,244.1,70.9,39.0,17.9,,255,56.1,27.9,40.0,0.7,0.34,,,0,,,2022,cgwb_2022.pdf
1000,W170630075070501,Maharashtra,Sangli,JAT,Kumbhari,17.10833333,75.11805556,2022,7.99,1038,0,323.4,102.8,57.7,61.4,,360,58.1,52.2,61.7,4.6,0.28,,,1,,,2022,cgwb_2022.pdf
1001,W165645075110001,Maharashtra,Sangli,Jath,Bilur,16.94583333,75.18333333,2022,7.81,593.7,0,244.1,28.4,46.0,25.6,,185,30.1,26.7,51.2,0.9,0.29,,,0,,,2022,cgwb_2022.pdf
1002,W170950075104501,Maharashtra,Sangli,JAT,Shegaon,17.15138889,75.17916667,2022,8.03,1376,0,463.8,163.1,53.3,7.4,,325,46.1,51.0,158.2,19.6,0.39,,,1,,,2022,cgwb_2022.pdf
1003,W164715074490001,Maharashtra,Sangli,Miraj,Arag,16.7875,74.81666667,2022,8.04,984.7,0,384.4,70.9,60.8,22.1,,325,76.2,32.8,69.5,10.5,0.32,,,0,,,2022,cgwb_2022.pdf
1004,W170510074294501,Maharashtra,Sangli,Palus,Bambwade,17.08361111,74.49583333,2022,7.78,905.4,0,317.3,74.4,42.6,61.4,,340,52.1,51.0,52.7,1.4,0.24,,,1,,,2022,cgwb_2022.pdf
1005,W170750074214801,Maharashtra,Sangli,Walwa,Takari,17.11805556,74.36333333,2022,8.15,979.6,0,500.4,39.0,26.1,18.0,,295,44.1,45.0,89.1,0.6,0.55,,,0,,,2022,cgwb_2022.pdf
1006,W170030074521001,Maharashtra,Sangli,Kavathe Mahankal,Kawathe Mahankal,17.00083333,74.86944444,2022,7.64,2528,0,537.0,407.7,51.9,200.1,,450,78.2,62.0,327.2,97.8,0.47,,,2,,,2022,cgwb_2022.pdf
