sl_no,well_id,state,district,block,location,latitude,longitude,year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U,Fe,As,source_year,source_file
1203,,Chhattisgarh,Bilaspur,,Khaira,22.3624,82.1407,2023,7.75,1074,0,415,110,71,1,0.00,290,44 43,,,111 2,0.62,,,8.25,-,-,2023,cgwb_2023.pdf
1204,,Chhattisgarh,Bilaspur,,Kota(Kargi),22.2889,82.0250,2023,7.77,188,0,98,7,4,1,0.00,30,8 2,,,28 3,1.38,,,0.25,-,-,2023,cgwb_2023.pdf
1205,,Chhattisgarh,Bilaspur,,Nawapara,22.4292,82.1218,2023,7.88,1052,0,547,18,101,2,0.00,225,62 17,,,147 5,0.31,,,17.68,-,-,2023,cgwb_2023.pdf
1206,,Chhattisgarh,Bilaspur,,Ratanpur,22.2806,82.1778,2023,7.49,1014,0,342,121,24,10,0.00,395,40 71,,,36 1,0.76,,,5.89,-,-,2023,cgwb_2023.pdf
1207,,Chhattisgarh,Bilaspur,,Saraipalli,22.3417,81.9361,2023,7.95,958,0,287,149,30,22,0.00,340,94 25,,,58 2,0.13,,,15.68,-,-,2023,cgwb_2023.pdf
1208,,Chhattisgarh,Bilaspur,,Shivtarai,22.3489,81.9342,2023,7.88,699,0,293,71,6,2,0.00,285,72 25,,,36 1,0.16,,,8.20,-,-,2023,cgwb_2023.pdf
1209,,Chhattisgarh,Bilaspur,,Shripara,22.2100,82.0058,2023,7.84,357,0,189,21,3,6,0.00,125,42 5,,,26 1,0.50,,,0.00,-,-,2023,cgwb_2023.pdf
1210,,Chhattisgarh,Bilaspur,,Tenduwa,22.2542,81.8833,2023,7.81,651,0,311,43,13,11,0.00,290,80 22,,,24 1,0.38,,,3.24,-,-,2023,cgwb_2023.pdf
1211,,Chhattisgarh,Bilaspur,,Pali(Lormi),22.2578,81.8353,2023,7.86,1178,0,470,103,27,42,0.00,395,36 73,,,66 1,0.39,,,7.22,-,-,2023,cgwb_2023.pdf
1212,,Chhattisgarh,Bilaspur,,Dhanpur,22.8833,81.9861,2023,7.64,574,0,195,71,19,10,0.00,190,54 13,,,49 1,0.34,,,9.10,-,-,2023,cgwb_2023.pdf
1213,,Chhattisgarh,Bilaspur,,Dharhar,22.9761,81.9642,2023,7.92,301,0,128,28,5,3,0.00,85,30 2,,,30 3,0.45,,,0.00,-,-,2023,cgwb_2023.pdf
1214,,Chhattisgarh,Bilaspur,,Kudwahi,22.8648,81.9800,2023,7.57,839,0,336,92,10,10,0.00,320,76 31,,,36 2,0.64,,,9.32,-,-,2023,cgwb_2023.pdf
1215,,Chhattisgarh,Bilaspur,,Marwahi,23.0200,82.0694,2023,8.07,553,0,128,82,9,49,0.00,185,70 2,,,41 8,0.16,,,1.13,-,-,2023,cgwb_2023.pdf
1216,,Chhattisgarh,Bilaspur,,Nimdha,22.9469,81.9450,2023,7.72,290,0,128,21,3,12,0.00,90,26 6,,,20 1,0.92,,,1.29,-,-,2023,cgwb_2023.pdf
1217,,Chhattisgarh,Bilaspur,,Pandri (Dhanwari Posa),22.9923,81.9955,2023,7.88,418,0,195,28,5,6,0.00,160,40 14,,,22 1,0.80,,,3.83,-,-,2023,cgwb_2023.pdf
1218,,Chhattisgarh,Bilaspur,,Sewra,22.8517,81.9806,2023,7.55,790,0,220,110,19,40,0.00,315,112 8,,,37 2,0.89,,,1.82,-,-,2023,cgwb_2023.pdf
1219,,Chhattisgarh,Bilaspur,,Tendumuda,23.0581,82.0122,2023,8.03,957,0,372,92,48,0,0.00,155,38 14,,,155 4,1.07,,,0.00,-,-,2023,cgwb_2023.pdf
1220,,Chhattisgarh,Bilaspur,,Tikthi,23.0844,82.0694,2023,7.74,365,0,128,36,0,18,0.00,120,32 10,,,21 2,0.29,,,0.00,-,-,2023,cgwb_2023.pdf
1221,,Chhattisgarh,Bilaspur,,Bakarkuda,21.9190,82.2695,2023,7.30,1103,0,366,163,26,40,0.00,480,40 91,,,35 3,0.50,,,5.32,-,-,2023,cgwb_2023.pdf
1222,,Chhattisgarh,Bilaspur,,Chilhati,21.7794,82.3136,2023,7.82,743,0,305,78,5,36,0.00,290,64 31,,,36 2,0.50,,,2.76,-,-,2023,cgwb_2023.pdf
1223,,Chhattisgarh,Bilaspur,,Malhar,21.8914,82.2858,2023,8.07,618,0,220,92,18,15,0.00,245,56 25,,,30 2,0.85,,,2.79,-,-,2023,cgwb_2023.pdf
1224,,Chhattisgarh,Bilaspur,,Panchpedi,21.8281,82.2700,2023,8.12,1199,0,342,174,59,3,0.00,155,38 14,,,192 3,0.47,,,2.39,-,-,2023,cgwb_2023.pdf
1225,,Chhattisgarh,Bilaspur,,Tikari (Sadak Para),21.9913,82.2677,2023,7.78,1183,0,336,174,54,16,0.00,450,112 41,,,59 17,0.52,,,4.89,-,-,2023,cgwb_2023.pdf
1226,,Chhattisgarh,Bilaspur,,Kanteli.1,22.1528,81.6500,2023,7.94,620,0,256,53,12,33,0.00,275,34 46,,,14 9,0.50,,,2.41,-,-,2023,cgwb_2023.pdf
1227,,Chhattisgarh,Bilaspur,,Surada,22.0868,81.6702,2023,8.16,937,0,464,36,43,14,0.00,350,84 34,,,62 2,0.13,,,7.92,-,-,2023,cgwb_2023.pdf
1228,,Chhattisgarh,Bilaspur,,Adbhar,22.4908,81.5915,2023,7.27,388,0,134,60,5,0,0.00,150,36 14,,,21 3,0.16,,,1.04,-,-,2023,cgwb_2023.pdf
1229,,Chhattisgarh,Bilaspur,,Dharhar,22.0701,81.9642,2023,7.92,301,0,128,28,5,3,0.00,85,30 2,,,30 3,0.45,,,0.00,-,-,2023,cgwb_2023.pdf
1230,,Chhattisgarh,Bilaspur,,Bamhani,22.0844,82.4481,2023,7.88,704,0,287,75,7,3,0.00,260,68 22,,,42 1,0.13,,,11.84,-,-,2023,cgwb_2023.pdf
1231,,Chhattisgarh,Bilaspur,,Ganiyari,22.1938,82.0484,2023,7.82,1138,0,421,121,30,10,0.00,395,76 49,,,91 9,0.10,,,0.02,-,-,2023,cgwb_2023.pdf
1232,,Chhattisgarh,Bilaspur,,Gatori,22.1944,82.1389,2023,7.55,209,0,79,25,7,0,0.00,80,24 5,,,10 4,0.76,,,0.34,-,-,2023,cgwb_2023.pdf
1233,,Chhattisgarh,Bilaspur,,Khamharia1,22.1222,81.9875,2023,7.80,924,0,403,75,16,10,0.00,300,62 35,,,69 2,0.76,,,5.65,-,-,2023,cgwb_2023.pdf
1234,,Chhattisgarh,Bilaspur,,Khapri,21.6500,81.9708,2023,7.77,845,0,336,78,21,5,0.00,305,90 19,,,55 4,0.30,,,0.01,-,-,2023,cgwb_2023.pdf
1235,,Chhattisgarh,Bilaspur,,Kuli,22.1424,82.4161,2023,8.12,1374,0,403,135,105,1,0.00,605,192 30,,,28 6,0.29,,,0.56,-,-,2023,cgwb_2023.pdf
1236,,Chhattisgarh,Bilaspur,,Madanpur,22.2411,82.1472,2023,7.45,80,0,18,14,0,7,0.00,35,8 4,,,1 3,0.80,,,0.00,-,-,2023,cgwb_2023.pdf
1237,,Chhattisgarh,Bilaspur,,Takhatpur,22.0810,81.5139,2023,8.10,1100,0,415,64,100,8,0.00,480,136 34,,,52 2,1.30,,,14.23,-,-,2023,cgwb_2023.pdf
1238,,Chhattisgarh,Bilaspur,,Udaypur,22.2725,81.7544,2023,7.84,634,0,311,39,4,11,0.00,260,66 23,,,24 1,0.17,,,2.80,-,-,2023,cgwb_2023.pdf
1239,,Chhattisgarh,Bilaspur,,Ghansipur (Sainik Camp),22.3585,82.1379,2023,7.62,283,0,128,21,5,2,0.00,110,32 7,,,14 2,0.55,,,0.23,-,-,2023,cgwb_2023.pdf
1240,,Chhattisgarh,Dhamtari,,Chhati,20.7792,81.6667,2023,8.40,591,6,268,43,62,0,0.00,220,56 19,,,49 2,0.50,,,0.01,-,-,2023,cgwb_2023.pdf
1241,,Chhattisgarh,Dhamtari,,Dhamtari,20.7083,81.5500,2023,7.82,372,0,159,21,40,1,0.00,130,30 13,,,34 4,0.82,,,0.30,-,-,2023,cgwb_2023.pdf
1242,,Chhattisgarh,Dhamtari,,Gangrel,20.6346,81.5583,2023,8.15,131,0,61,11,6,0,0.00,50,16 2,,,7 2,0.20,,,0.00,-,-,2023,cgwb_2023.pdf
1243,,Chhattisgarh,Dhamtari,,Khadadaha,20.5733,81.6933,2023,8.05,358,0,165,7,67,0,0.00,120,36 7,,,31 7,0.50,,,0.00,-,-,2023,cgwb_2023.pdf
1244,,Chhattisgarh,Dhamtari,,Marradev,20.6295,81.5682,2023,8.20,159,0,61,14,7,0,0.00,60,20 2,,,8 2,0.10,,,0.00,-,-,2023,cgwb_2023.pdf
1245,,Chhattisgarh,Dhamtari,,Rudri Chowk,20.6109,81.4150,2023,7.59,491,0,134,43,89,5,0.00,150,42 11,,,42 5,0.20,,,0.00,-,-,2023,cgwb_2023.pdf
1246,,Chhattisgarh,Dhamtari,,Shankarda,20.6220,81.4492,2023,7.62,885,0,311,89,32,8,0.00,300,66 32,,,41 4,0.20,,,0.01,-,-,2023,cgwb_2023.pdf
1247,,Chhattisgarh,Dhamtari,,Bhatagaon,20.8783,81.7003,2023,7.72,466,0,128,14,63,57,0.00,215,70 10,,,9 0,0.30,,,0.00,-,-,2023,cgwb_2023.pdf
1248,,Chhattisgarh,Dhamtari,,Kondapar,21.0042,81.7250,2023,7.84,498,0,311,53,73,1,0.00,260,72 19,,,30 1,0.40,,,0.00,-,-,2023,cgwb_2023.pdf
1249,,Chhattisgarh,Dhamtari,,Kurud,20.8275,81.7189,2023,7.96,491,0,305,11,7,0,0.00,185,52 13,,,50 1,1.00,,,0.00,-,-,2023,cgwb_2023.pdf
1250,,Chhattisgarh,Dhamtari,,Marod,20.9028,81.6889,2023,7.66,849,0,244,89,73,12,0.00,300,64 34,,,59 4,0.40,,,0.00,-,-,2023,cgwb_2023.pdf
1251,,Chhattisgarh,Dhamtari,,Darba,20.9615,81.6800,2023,8.42,403,6,256,18,7,0,0.00,200,56 14,,,14 1,0.50,,,0.00,-,-,2023,cgwb_2023.pdf
1252,,Chhattisgarh,Dhamtari,,Banraud,20.5958,81.6583,2023,8.20,297,0,122,14,63,0,0.00,135,42 7,,,14 3,0.20,,,0.00,-,-,2023,cgwb_2023.pdf
1253,,Chhattisgarh,Dhamtari,,Baspara(Kukrel),20.6131,81.6507,2023,7.99,244,0,122,14,6,0,0.00,100,30 6,,,12 3,0.30,,,0.00,-,-,2023,cgwb_2023.pdf
1254,,Chhattisgarh,Dhamtari,,Budaraon,20.7230,81.9047,2023,7.79,631,0,250,43,73,19,0.00,235,60 20,,,45 2,0.30,,,0.01,-,-,2023,cgwb_2023.pdf
1255,,Chhattisgarh,Dhamtari,,Singhpur,20.5819,81.8778,2023,7.95,521,0,287,21,10,0,0.00,145,44 8,,,49 6,1.50,,,0.00,-,-,2023,cgwb_2023.pdf
1256,,Chhattisgarh,Dhamtari,,Kouhabahara,20.4916,81.8575,2023,7.39,403,0,153,36,7,16,0.00,150,50 6,,,28 2,0.40,,,0.00,-,-,2023,cgwb_2023.pdf
1257,,Chhattisgarh,Dhamtari,,Dorgardula,20.4056,81.9111,2023,8.06,250,0,73,11,67,0,0.00,90,26 6,,,20 1,1.30,,,0.00,-,-,2023,cgwb_2023.pdf
1258,,Chhattisgarh,Dhamtari,,Dugli,20.4917,81.8708,2023,8.14,407,0,189,36,7,3,0.00,150,50 6,,,20 1,0.80,,,0.00,-,-,2023,cgwb_2023.pdf
1259,,Chhattisgarh,Dhamtari,,Keregaon,20.5486,81.7375,2023,7.64,245,0,128,14,7,0,0.00,80,24 5,,,17 6,0.20,,,0.00,-,-,2023,cgwb_2023.pdf
1260,,Chhattisgarh,Dhamtari,,Nagri,20.3333,81.9583,2023,7.37,938,0,214,160,12,0,0.00,300,88 19,,,61 11,0.20,,,0.01,-,-,2023,cgwb_2023.pdf
1261,,Chhattisgarh,Durg,,Arasnara,21.3114,81.3433,2023,8.13,475,0,250,32,3,19,0.00,195,56 13,,,25 1,0.18,,,0.01,-,-,2023,cgwb_2023.pdf
1262,,Chhattisgarh,Durg,,Andhiyarkhor,21.8383,81.5975,2023,7.88,1494,0,464,43,272,27,0.00,410,78 52,,,137 3,0.24,,,0.02,-,-,2023,cgwb_2023.pdf
1263,,Chhattisgarh,Durg,,Bitkuli,21.7750,81.6675,2023,7.46,1163,0,458,110,16,12,0.00,415,96 42,,,82 7,0.90,,,0.00,-,-,2023,cgwb_2023.pdf
1264,,Chhattisgarh,Durg,,Dadhi,21.8958,81.4750,2023,7.67,2110,0,494,128,358,52,0.00,565,62 98,,,187 3,0.09,,,0.00,-,-,2023,cgwb_2023.pdf
1265,,Chhattisgarh,Durg,,Sagona,21.8131,81.4656,2023,7.74,2190,0,531,238,214,10,0.00,895,134 134,,,78 3,0.29,,,0.01,-,-,2023,cgwb_2023.pdf
1266,,Chhattisgarh,Durg,,Jeortala,21.6389,81.6228,2023,7.62,475,0,256,25,7,3,0.00,190,48 17,,,27 1,0.99,,,0.00,-,-,2023,cgwb_2023.pdf
1267,,Chhattisgarh,Durg,,Ranka,21.6158,81.6272,2023,7.86,562,0,226,25,45,23,0.00,265,62 26,,,10 1,0.17,,,0.00,-,-,2023,cgwb_2023.pdf
1268,,Chhattisgarh,Durg,,Ahiwara,21.3611,81.4167,2023,7.89,546,0,232,43,4,30,0.00,270,92 10,,,10 1,0.30,,,0.00,-,-,2023,cgwb_2023.pdf
1269,,Chhattisgarh,Durg,,Dargaon,21.4917,81.3944,2023,7.69,2390,0,652,207,246,54,0.00,705,256 16,,,167 22,0.21,,,0.02,-,-,2023,cgwb_2023.pdf
1270,,Chhattisgarh,Durg,,Dhaba,21.2790,81.4969,2023,7.87,828,0,238,138,37,16,0.00,230,56 22,,,75 6,0.41,,,0.00,-,-,2023,cgwb_2023.pdf
1271,,Chhattisgarh,Durg,,Dhamda,21.4594,81.3294,2023,7.70,1111,0,378,138,43,18,0.00,415,86 48,,,77 10,0.41,,,0.01,-,-,2023,cgwb_2023.pdf
1272,,Chhattisgarh,Durg,,Ghota,21.4236,81.2278,2023,7.95,300,0,122,18,18,24,0.00,115,24 13,,,16 1,0.18,,,0.00,-,-,2023,cgwb_2023.pdf
1273,,Chhattisgarh,Durg,,Girola,21.3917,81.4381,2023,7.75,1264,0,342,149,8,66,0.01,550,56 98,,,12 3,0.10,,,0.00,-,-,2023,cgwb_2023.pdf
1274,,Chhattisgarh,Durg,,Kodiya,21.3586,81.3539,2023,8.13,467,0,220,28,1,39,0.00,210,58 16,,,12 3,0.02,,,0.01,-,-,2023,cgwb_2023.pdf
1275,,Chhattisgarh,Durg,,Litia,21.3501,81.2062,2023,7.60,898,0,214,131,18,53,0.00,380,72 48,,,21 2,0.00,,,0.02,-,-,2023,cgwb_2023.pdf
1276,,Chhattisgarh,Durg,,Mohrenga,21.4489,81.4697,2023,7.88,1042,0,390,163,7,15,0.00,400,74 52,,,78 3,0.29,,,0.00,-,-,2023,cgwb_2023.pdf
1277,,Chhattisgarh,Durg,,Murmunda,21.3091,81.4630,2023,7.34,720,0,220,92,10,55,0.00,245,72 16,,,44 16,0.09,,,0.00,-,-,2023,cgwb_2023.pdf
1278,,Chhattisgarh,Durg,,Ravelidih,21.3250,81.3375,2023,7.83,705,0,226,64,9,53,0.00,305,90 19,,,20 1,0.00,,,0.00,-,-,2023,cgwb_2023.pdf
1279,,Chhattisgarh,Durg,,Tarkori,21.5031,81.4533,2023,7.77,752,0,262,64,43,26,0.00,345,48 54,,,25 2,0.10,,,0.00,-,-,2023,cgwb_2023.pdf
1280,,Chhattisgarh,Durg,,Batera,20.7806,81.0642,2023,7.52,225,0,98,14,7,26,0.00,85,26 5,,,10 10,0.17,,,0.00,-,-,2023,cgwb_2023.pdf
1281,,Chhattisgarh,Durg,,Bhalukonha,20.7442,81.0531,2023,7.30,172,0,85,14,1,1,0.00,75,18 7,,,9 4,0.00,,,0.00,-,-,2023,cgwb_2023.pdf
1282,,Chhattisgarh,Durg,,Bharnabhat,20.8875,80.9972,2023,7.60,986,0,336,153,25,22,0.00,365,24 73,,,77 2,0.29,,,0.00,-,-,2023,cgwb_2023.pdf
1283,,Chhattisgarh,Durg,,Koba(Pz-Ii),20.8239,81.1606,2023,7.72,851,0,415,53,51,11,0.00,340,72 38,,,48 4,0.02,,,0.00,-,-,2023,cgwb_2023.pdf
1284,,Chhattisgarh,Durg,,Nahalda,20.9333,81.0514,2023,7.62,1314,0,250,92,260,8,0.00,520,66 85,,,64 2,0.18,,,0.01,-,-,2023,cgwb_2023.pdf
1285,,Chhattisgarh,Durg,,Sambalpur,20.8208,81.0572,2023,7.77,412,0,207,18,2,13,0.00,195,62 10,,,6 1,0.00,,,0.02,-,-,2023,cgwb_2023.pdf
1286,,Chhattisgarh,Durg,,Dondi,20.4917,81.0889,2023,7.89,706,0,305,57,16,19,0.00,275,70 24,,,38 3,0.88,,,0.02,-,-,2023,cgwb_2023.pdf
1287,,Chhattisgarh,Durg,,Narratola,20.5306,81.0950,2023,8.07,437,0,183,14,17,24,0.00,190,44 19,,,17 1,0.24,,,0.00,-,-,2023,cgwb_2023.pdf
1288,,Chhattisgarh,Durg,,Anda,21.0667,81.2750,2023,7.85,994,0,293,135,38,29,0.00,395,112 28,,,49 20,0.09,,,0.01,-,-,2023,cgwb_2023.pdf
1289,,Chhattisgarh,Durg,,Bhilai,21.2072,81.4139,2023,7.76,882,0,293,89,21,41,0.00,265,64 25,,,72 4,0.10,,,0.00,-,-,2023,cgwb_2023.pdf
1290,,Chhattisgarh,Durg,,Binayakpur,21.0556,81.2667,2023,7.75,886,0,360,64,36,2,0.00,275,72 23,,,63 38,0.09,,,0.00,-,-,2023,cgwb_2023.pdf
1291,,Chhattisgarh,Durg,,Durg,21.1917,81.2750,2023,7.87,767,0,311,57,25,5,0.00,285,26 53,,,42 6,0.10,,,0.02,-,-,2023,cgwb_2023.pdf
1292,,Chhattisgarh,Durg,,Ganiyari,21.2153,81.2139,2023,7.82,1138,0,421,121,30,10,0.00,395,76 49,,,91 9,0.10,,,0.02,-,-,2023,cgwb_2023.pdf
1293,,Chhattisgarh,Durg,,Janjgiri,21.0850,81.3089,2023,7.93,1784,0,573,227,48,61,0.00,525,128 49,,,190 9,0.20,,,0.00,-,-,2023,cgwb_2023.pdf
1294,,Chhattisgarh,Durg,,Jeora-Sirsa,21.2564,81.3064,2023,7.40,1118,0,311,121,47,49,0.00,360,86 35,,,54 19,0.10,,,0.00,-,-,2023,cgwb_2023.pdf
1295,,Chhattisgarh,Durg,,Kachandur,20.9789,81.2969,2023,7.74,1188,0,482,110,42,8,0.00,320,56 43,,,92 33,0.10,,,0.01,-,-,2023,cgwb_2023.pdf
1296,,Chhattisgarh,Durg,,Nagpura,21.2491,81.2264,2023,7.56,651,0,232,53,15,47,0.00,295,60 35,,,19 1,0.18,,,0.00,-,-,2023,cgwb_2023.pdf
1297,,Chhattisgarh,Durg,,Nikum,21.0556,81.2228,2023,7.92,910,0,311,78,44,22,0.00,330,30 61,,,44 23,0.09,,,0.00,-,-,2023,cgwb_2023.pdf
1298,,Chhattisgarh,Durg,,Powara,21.0996,81.3320,2023,7.64,569,0,250,43,24,7,0.00,260,62 25,,,14 1,0.20,,,0.00,-,-,2023,cgwb_2023.pdf
1299,,Chhattisgarh,Durg,,Selud,21.1000,81.4194,2023,7.83,361,0,189,25,12,0,0.00,160,40 14,,,16 1,0.24,,,0.01,-,-,2023,cgwb_2023.pdf
1300,,Chhattisgarh,Durg,,Arjunda,20.9431,81.2056,2023,7.87,769,0,256,103,20,47,0.00,235,76 11,,,43 49,0.31,,,0.02,-,-,2023,cgwb_2023.pdf
1301,,Chhattisgarh,Durg,,Gunderdehi,20.9444,81.2958,2023,8.12,342,0,140,25,15,25,0.00,150,10 30,,,18 1,0.09,,,0.01,-,-,2023,cgwb_2023.pdf
1302,,Chhattisgarh,Durg,,Sankri,20.8233,81.2586,2023,8.09,336,0,128,21,17,24,0.00,145,42 10,,,16 1,0.09,,,0.02,-,-,2023,cgwb_2023.pdf
1303,,Chhattisgarh,Durg,,Sikosa,20.8764,81.2889,2023,8.05,878,0,250,89,32,51,0.00,350,74 40,,,29 1,0.24,,,0.02,-,-,2023,cgwb_2023.pdf
1304,,Chhattisgarh,Durg,,Balodgahan,20.6461,81.4717,2023,7.60,575,0,177,85,11,10,0.00,230,68 14,,,25 6,0.00,,,0.00,-,-,2023,cgwb_2023.pdf
1305,,Chhattisgarh,Durg,,Gurur,20.6800,81.4100,2023,7.74,373,0,134,43,6,17,0.00,175,68 1,,,10 2,0.00,,,0.00,-,-,2023,cgwb_2023.pdf
1306,,Chhattisgarh,Durg,,Jagtara,20.6222,81.4425,2023,7.70,450,0,189,25,33,16,0.00,130,34 11,,,45 11,0.92,,,0.01,-,-,2023,cgwb_2023.pdf
1307,,Chhattisgarh,Durg,,Kuliya,20.6706,81.4536,2023,7.50,270,0,110,25,8,20,0.00,100,32 5,,,18 0,0.05,,,0.03,-,-,2023,cgwb_2023.pdf
1308,,Chhattisgarh,Durg,,Markatola,20.5700,81.3800,2023,7.53,396,0,189,14,26,1,0.00,130,40 7,,,29 5,0.21,,,0.00,-,-,2023,cgwb_2023.pdf
1309,,Chhattisgarh,Durg,,Bodal,21.0317,81.4275,2023,8.09,504,0,189,46,15,24,0.00,235,58 22,,,17 1,0.00,,,0.00,-,-,2023,cgwb_2023.pdf
1310,,Chhattisgarh,Durg,,Bohardih,21.0667,81.4347,2023,7.56,713,0,372,57,9,5,0.00,325,48 49,,,32 1,0.30,,,0.00,-,-,2023,cgwb_2023.pdf
1311,,Chhattisgarh,Durg,,Darbarmukhli,20.9926,81.4805,2023,7.83,842,0,390,64,33,12,0.00,295,58 36,,,53 4,0.21,,,0.02,-,-,2023,cgwb_2023.pdf
1312,,Chhattisgarh,Durg,,Dewada,21.0704,81.4972,2023,7.85,626,0,232,85,17,16,0.00,275,82 17,,,23 3,0.00,,,0.02,-,-,2023,cgwb_2023.pdf
1313,,Chhattisgarh,Durg,,Funda,21.0764,81.4833,2023,7.68,554,0,195,64,19,31,0.00,230,22 42,,,24 1,0.02,,,0.01,-,-,2023,cgwb_2023.pdf
1314,,Chhattisgarh,Durg,,Kharra,20.9809,81.5469,2023,7.61,725,0,390,25,12,16,0.00,295,48 42,,,36 1,0.35,,,0.02,-,-,2023,cgwb_2023.pdf
1315,,Chhattisgarh,Durg,,Khurdmudi,21.0133,81.4965,2023,7.67,1166,0,427,110,28,50,0.00,330,40 55,,,82 59,0.10,,,0.02,-,-,2023,cgwb_2023.pdf
1316,,Chhattisgarh,Durg,,Kumhari,21.2333,81.5333,2023,7.78,836,0,275,75,40,29,0.00,330,76 34,,,49 1,0.01,,,0.00,-,-,2023,cgwb_2023.pdf
1317,,Chhattisgarh,Durg,,Marra,21.0375,81.4583,2023,7.66,940,0,214,167,45,53,0.00,380,88 38,,,45 2,0.29,,,0.00,-,-,2023,cgwb_2023.pdf
1318,,Chhattisgarh,Durg,,Motipur,21.1667,81.5458,2023,7.48,790,0,220,99,27,51,0.00,260,68 22,,,56 6,0.10,,,0.00,-,-,2023,cgwb_2023.pdf
1319,,Chhattisgarh,Durg,,Patan,21.0333,81.5500,2023,7.88,476,0,189,32,33,19,0.00,195,58 12,,,23 6,0.20,,,0.00,-,-,2023,cgwb_2023.pdf
1320,,Chhattisgarh,Durg,,Sikola,21.0444,81.5283,2023,8.00,689,0,232,71,21,44,0.00,295,58 36,,,22 1,0.18,,,0.00,-,-,2023,cgwb_2023.pdf
1321,,Chhattisgarh,Durg,,Tarra,21.1178,81.5106,2023,7.80,520,0,244,36,19,27,0.00,225,52 23,,,24 1,0.10,,,0.00,-,-,2023,cgwb_2023.pdf
1322,,Chhattisgarh,Durg,,Bortara,21.6417,81.2222,2023,7.93,881,0,415,32,12,50,0.00,370,80 41,,,20 2,0.03,,,0.01,-,-,2023,cgwb_2023.pdf
1323,,Chhattisgarh,Durg,,Gatapar,21.5667,81.2139,2023,8.10,547,0,275,39,8,10,0.00,235,64 18,,,25 1,0.29,,,0.00,-,-,2023,cgwb_2023.pdf
1324,,Chhattisgarh,Durg,,Jamgaon,21.5750,81.2917,2023,7.56,894,0,281,82,38,42,0.00,345,56 49,,,45 4,0.24,,,0.00,-,-,2023,cgwb_2023.pdf
1325,,Chhattisgarh,Durg,,Parpoda,21.5881,81.4014,2023,7.86,751,0,531,25,13,0,0.00,350,30 66,,,56 1,0.12,,,0.02,-,-,2023,cgwb_2023.pdf
1326,,Chhattisgarh,Durg,,Baklitola,20.6994,81.0898,2023,7.77,933,0,348,71,24,55,0.00,335,90 26,,,66 2,0.10,,,0.00,-,-,2023,cgwb_2023.pdf
1327,,Chhattisgarh,Durg,,Balod,20.7292,81.2000,2023,7.85,958,0,397,71,54,5,0.00,375,82 41,,,68 7,0.35,,,0.05,-,-,2023,cgwb_2023.pdf
1328,,Chhattisgarh,Durg,,Delli Rajhara,20.5861,81.0778,2023,7.95,663,0,311,39,14,18,0.00,265,64 25,,,29 0,0.42,,,0.01,-,-,2023,cgwb_2023.pdf
1329,,Chhattisgarh,Durg,,Kusumkasa,20.6417,81.0806,2023,7.58,675,0,293,57,6,10,0.00,300,72 29,,,25 1,0.21,,,0.00,-,-,2023,cgwb_2023.pdf
1330,,Chhattisgarh,Durg,,Umaradah,20.7361,81.2472,2023,8.20,530,0,250,25,3,18,0.00,220,56 19,,,22 1,0.17,,,0.00,-,-,2023,cgwb_2023.pdf
1331,,Chhattisgarh,Gariyabandh,,Gariaband,20.6250,82.0667,2023,7.09,317,0,92,39,6,20,0.00,100,20 12,,,22 2,0.30,,,0.00,-,-,2023,cgwb_2023.pdf
1332,,Chhattisgarh,Gariyabandh,,Sorid,20.8108,82.2081,2023,6.87,216,0,79,7,52,0,0.00,85,26 5,,,14 2,0.10,,,0.00,-,-,2023,cgwb_2023.pdf
1333,,Chhattisgarh,Gariyabandh,,Fingeshwar,20.9667,82.0333,2023,7.70,459,0,183,21,57,20,0.00,200,30 30,,,15 2,0.10,,,0.01,-,-,2023,cgwb_2023.pdf
1334,,Chhattisgarh,Gariyabandh,,Sarkada,20.9143,82.0594,2023,6.72,216,0,98,11,51,0,0.00,100,30 6,,,15 2,0.10,,,0.00,-,-,2023,cgwb_2023.pdf
1335,,Chhattisgarh,Gariyabandh,,Malgaon,20.6623,81.9807,2023,7.09,57,0,31,7,4,0,0.00,20,6 1,,,5 2,0.10,,,0.00,-,-,2023,cgwb_2023.pdf
1336,,Chhattisgarh,Gariyabandh,,Devri,20.8828,81.9558,2023,7.34,347,0,195,14,6,13,0.00,135,32 13,,,25 1,0.20,,,0.00,-,-,2023,cgwb_2023.pdf
1337,,Chhattisgarh,Gariyabandh,,Kashi Bahara,20.8638,82.1867,2023,7.04,567,0,116,53,64,56,0.00,190,66 6,,,40 1,0.60,,,0.01,-,-,2023,cgwb_2023.pdf
1338,,Chhattisgarh,Gariyabandh,,Mudagaon,20.8989,82.1704,2023,7.20,195,0,61,11,45,9,0.00,75,26 2,,,14 1,0.50,,,0.00,-,-,2023,cgwb_2023.pdf
1339,,Chhattisgarh,Gariyabandh,,Parsada Khurd,20.8664,82.1758,2023,7.66,592,0,268,39,6,10,0.00,225,80 6,,,42 2,0.70,,,0.00,-,-,2023,cgwb_2023.pdf
1340,,Chhattisgarh,Gariyabandh,,Rajim,20.9667,81.8833,2023,7.68,1065,0,287,181,71,29,0.00,370,150 1,,,60 37,0.30,,,0.00,-,-,2023,cgwb_2023.pdf
