sl_no,well_id,state,district,block,location,latitude,longitude,year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U,Fe,As,source_year,source_file
1950,W193651076274501,MP,Mandla,Mandla,Devgaon,22.739,80.525,2020,7.4,879,0,346,57,33,20,0.14,380,60,56,23,1.7,0.13,42,571,,,,2020,cgwb_2020.pdf
1951,W223110080115601,MP,Mandla,Nainpur,Dithori,22.519,80.199,2020,7.2,685,0,243,57,10,49,0.05,285,54,36,22,5.5,0.11,29,445,,,,2020,cgwb_2020.pdf
1952,W224040080412401,MP,Mandla,Ghughri,Ghughri,22.678,80.690,2020,7.2,403,0,182,12,11,9,0.06,160,40,15,15,2.1,0.04,18,262,,,,2020,cgwb_2020.pdf
1953,,MP,Mandla,Mandla,Gwari,22.713,80.342,2020,7.3,789,0,322,40,40,25,0.08,295,56,38,36,11.0,0.09,34,513,,,,2020,cgwb_2020.pdf
1954,W224540080355001,MP,Mandla,Mohgaon,Indira,22.761,80.597,2020,7.5,583,0,310,15,13,2,0.09,250,62,23,11,14.2,0.20,38,379,,,,2020,cgwb_2020.pdf
1955,W225508080115001,MP,Mandla,Bijadandi,Kalpi,22.919,80.197,2020,7.3,970,0,358,77,25,33,0.27,425,108,38,22,6.4,0.07,41,631,,,,2020,cgwb_2020.pdf
1956,,MP,Mandla,Mandla,Khari,22.793,80.411,2020,7.1,392,0,158,17,20,16,0.09,160,44,12,9,7.6,0.05,49,255,,,,2020,cgwb_2020.pdf
1957,W225245080124801,MP,Mandla,Narayanganj,Kudomali New,22.879,80.213,2020,7.5,1007,0,523,25,9,18,0.08,390,94,38,47,2.3,0.09,55,655,,,,2020,cgwb_2020.pdf
1958,W224105080283701,MP,Mandla,Mandla,Mahania Patpara,22.685,80.477,2020,7.5,746,0,322,35,43,7,0.12,320,90,23,17,6.5,0.25,43,485,,,,2020,cgwb_2020.pdf
1959,W223600080220801,MP,Mandla,Mandla,Mandla1,22.600,80.369,2020,7.6,1513,0,358,265,54,2,0.29,505,60,86,111,1.8,0.16,29,983,,,,2020,cgwb_2020.pdf
1960,W224501080183801,MP,Mandla,Narayanganj,Mangalganj,22.750,80.311,2020,7.3,498,0,231,12,12,5,0.09,175,42,17,29,3.0,0.15,40,324,,,,2020,cgwb_2020.pdf
1961,W230530080300001,MP,Mandla,Niwas,Manikpur,23.092,80.500,2020,8.4,380,36,49,42,41,1,0.08,20,6,1,70,7.7,1.18,20,247,,,,2020,cgwb_2020.pdf
1962,W222043080541201,MP,Mandla,Mawai,Motinala,22.345,80.903,2020,7.2,829,0,158,145,19,35,0.09,325,70,36,37,1.2,0.40,34,539,,,,2020,cgwb_2020.pdf
1963,,MP,Mandla,Nainpur,Nainpur,22.428,80.110,2020,7.4,510,0,243,17,21,3,0.09,200,44,22,21,2.4,0.28,27,332,,,,2020,cgwb_2020.pdf
1964,W230221080263201,MP,Mandla,Niwas,Niwas,23.039,80.442,2020,7.3,451,0,213,15,12,2,0.06,110,38,4,49,1.1,0.22,46,293,,,,2020,cgwb_2020.pdf
1965,W223300080243701,MP,Mandla,Mandla,Padmi Choraha,22.550,80.410,2020,7.6,640,0,310,17,18,4,0.09,255,56,28,24,4.9,0.20,36,416,,,,2020,cgwb_2020.pdf
1966,,MP,Mandla,Mandla,Pathiri Patpara,22.608,80.471,2020,7.3,628,0,292,20,24,7,0.18,260,72,19,18,5.6,0.11,42,408,,,,2020,cgwb_2020.pdf
1967,W223650080311501,MP,Mandla,Mandla,Ramnagar1,22.614,80.521,2020,7.3,668,0,219,57,20,53,0.08,290,72,27,19,2.7,0.08,39,434,,,,2020,cgwb_2020.pdf
1968,W222431080155101,MP,Mandla,Nainpur,Rampuri New,22.409,80.264,2020,7.5,715,0,346,25,11,11,0.10,285,60,33,28,5.6,0.16,43,465,,,,2020,cgwb_2020.pdf
1969,W224458080343801,MP,Mandla,Mandla,Rehgaon,22.749,80.577,2020,7.6,700,0,286,40,29,14,0.34,285,66,29,22,8.4,0.05,35,455,,,,2020,cgwb_2020.pdf
1970,W222534080463801,MP,Mandla,Bichhiya,Sijhora,22.426,80.777,2020,7.3,551,0,170,55,31,17,0.08,195,54,15,33,1.9,0.17,47,358,,,,2020,cgwb_2020.pdf
1971,W223134080161501,MP,Mandla,Nainpur,Subhariya,22.526,80.271,2020,7.4,650,0,267,60,15,2,0.16,255,54,29,28,5.1,0.25,26,423,,,,2020,cgwb_2020.pdf
1972,W223115080081501,MP,Mandla,Nainpur,Surajpura,22.521,80.138,2020,7.8,310,0,134,15,12,1,0.09,40,12,2,45,5.3,0.85,18,202,,,,2020,cgwb_2020.pdf
1973,W242827075411701,MP,Mandsaur,Bhanpura,Babulda,24.474,75.688,2020,7.6,1540,0,398,203,29,104,0.21,655,126,83,50,4.3,0.02,45,1001,,,,2020,cgwb_2020.pdf
1974,W243557075412101,MP,Mandsaur,Bhanpura,Badodiya,24.599,75.689,2020,8.0,525,0,184,32,20,45,0.02,150,44,10,46,4.6,0.29,23,341,,,,2020,cgwb_2020.pdf
1975,W241310075311901,MP,Mandsaur,Garoth,Barkheranayak,24.219,75.522,2020,7.2,1700,0,361,280,20,140,0.01,795,228,55,20,2.3,0.02,43,1105,,,,2020,cgwb_2020.pdf
1976,,MP,Mandsaur,Mandsaur,Basakheda,24.032,75.198,2020,7.8,990,0,318,104,26,70,BDL,400,98,38,40,8.4,0.03,36,644,,,,2020,cgwb_2020.pdf
1977,W243042075445801,MP,Mandsaur,Bhanpura,Bhanpura,24.512,75.749,2020,8.1,1355,0,429,195,10,20,0.01,370,64,51,135,9,0.23,29,881,,,,2020,cgwb_2020.pdf
1978,W240854075014502,MP,Mandsaur,Mandsaur,Botalganj,24.148,75.029,2020,7.5,1105,0,337,146,18,60,BDL,490,120,46,25,5,0.1,30,718,,,,2020,cgwb_2020.pdf
1979,W240120075152501,MP,Mandsaur,Mandsaur,Chirmoliya,24.022,75.257,2020,7.8,1160,0,331,134,40,85,BDL,430,82,55,65,5.3,0.18,49,754,,,,2020,cgwb_2020.pdf
1980,W235530075055601,MP,Mandsaur,Mandsaur,Daloda1,23.925,75.099,2020,7.9,975,0,325,82,43,65,0.21,340,38,60,65,2,0.25,32,634,,,,2020,cgwb_2020.pdf
1981,W241133075300001,MP,Mandsaur,Garoth,Dharmarajeswar,24.193,75.500,2020,7.9,1000,0,435,67,18,22,BDL,280,100,7,93,10,0.02,35,650,,,,2020,cgwb_2020.pdf
1982,W242553075410501,MP,Mandsaur,Bhanpura,Dudhkheri,24.431,75.685,2020,8.1,790,0,374,30,15,15,BDL,290,48,41,44,5.4,0.03,20,514,,,,2020,cgwb_2020.pdf
1983,W235150075061201,MP,Mandsaur,Mandsaur,Kachnera,23.864,75.103,2020,8.0,1500,0,692,92,14,35,0.024,325,36,57,190,5.6,0.36,43,975,,,,2020,cgwb_2020.pdf
1984,W240300075292301,MP,Mandsaur,Sitamau,Khejriya,24.050,75.490,2020,7.4,985,0,325,119,32,48,BDL,340,66,43,82,10,0.24,33,640,,,,2020,cgwb_2020.pdf
1985,W241641074592801,MP,Mandsaur,Malhargarh,Malhargarh,24.278,74.991,2020,7.7,1320,0,429,156,38,55,BDL,435,40,81,100,5.3,0.46,45,858,,,,2020,cgwb_2020.pdf
1986,,MP,Mandsaur,Mandsaur,Mandsaur,24.053,75.053,2020,7.6,1300,1,488,124,25,53,BDL,460,38,89,85,2.6,0.53,43,845,,,,2020,cgwb_2020.pdf
1987,W235303075013501,MP,Mandsaur,Sitamau,Manpura,23.884,75.026,2020,7.3,1155,2,281,148,35,120,BDL,505,104,60,35,5.5,0.16,36,751,,,,2020,cgwb_2020.pdf
1988,W241600075031401,MP,Mandsaur,Malhargarh,Narayangarh,24.267,75.054,2020,7.6,2285,3,506,376,39,135,BDL,955,130,153,80,6.5,0.02,32,1485,,,,2020,cgwb_2020.pdf
1989,W240052075050001,MP,Mandsaur,Mandsaur,Nayakhera,24.014,75.083,2020,8.0,2070,4,171,547,43,57,BDL,625,116,81,180,12,0.65,38,1346,,,,2020,cgwb_2020.pdf
1990,W241147075003001,MP,Mandsaur,Malhargarh,Pipaliya,24.196,75.008,2020,7.8,915,5,323,69,45,50,0.02,360,40,63,40,7.5,0.05,36,595,,,,2020,cgwb_2020.pdf
1991,W243341075520301,MP,Mandsaur,Bhanpura,Sandhara,24.561,75.868,2020,7.4,785,6,287,96,5,5,BDL,275,36,45,46,10.2,0.24,42,510,,,,2020,cgwb_2020.pdf
1992,W241129075382401,MP,Mandsaur,Garoth,Shamgarh1,24.191,75.640,2020,7.3,1450,7,268,247,25,154,0.01,670,134,81,25,7.8,0.16,29,943,,,,2020,cgwb_2020.pdf
1993,W240045075205801,MP,Mandsaur,Sitamau,Sitamau,24.013,75.349,2020,7.5,1390,8,433,168,45,55,BDL,510,46,96,80,6.7,0.15,39,904,,,,2020,cgwb_2020.pdf
1994,W240131075264201,MP,Mandsaur,Sitamau,Surjani,24.025,75.445,2020,8.0,1320,9,323,252,12,19,BDL,325,34,58,150,4.3,0.16,35,858,,,,2020,cgwb_2020.pdf
1995,W240437075383301,MP,Mandsaur,Sitamau,Suwasara,24.077,75.643,2020,8.1,645,10,98,124,25,26,BDL,45,14,2,120,9.8,1.75,43,419,,,,2020,cgwb_2020.pdf
1996,,MP,Morena,Porsa,Aurethi,26.678,78.380,2020,7.7,1025,0,526,37,8,8,0.05,275,34,46,104,0.4,0.27,22,666,,,,2020,cgwb_2020.pdf
1997,W264450078141501,MP,Morena,Porsa,Bareha,26.747,78.238,2020,7.5,793,0,399,20,7,30,0.08,320,56,44,32,0.2,0.31,28,515,,,,2020,cgwb_2020.pdf
1998,W263653078084101,MP,Morena,Porsa,Dimni New,26.615,78.145,2020,7.8,1048,0,539,32,11,6,0.10,345,44,57,78,0.3,0.56,34,681,,,,2020,cgwb_2020.pdf
1999,W262419077360901,MP,Morena,Joura,Huseinpur,26.405,77.603,2020,8.0,1888,0,805,95,33,47,0.05,190,16,36,340,0.9,1.60,18,1227,,,,2020,cgwb_2020.pdf
2000,W201200076010001,MP,Morena,Joura,Jafrabad,26.431,77.877,2020,8.1,1181,0,563,47,14,28,0.08,455,60,74,56,0.5,0.52,26,768,,,,2020,cgwb_2020.pdf
2001,W261757077363101,MP,Morena,Kailaras,Kailaras,26.299,77.609,2020,8.0,1615,0,762,67,19,5,0.13,295,24,57,232,0.3,0.56,38,1050,,,,2020,cgwb_2020.pdf
2002,W263346078052401,MP,Morena,Morena,Khera Mewda New,26.563,78.090,2020,7.6,1834,0,654,195,24,19,0.14,605,66,107,139,0.6,0.22,42,1192,,,,2020,cgwb_2020.pdf
2003,W210730070063001,MP,Morena,Sabalgarh,Mangrol,26.223,77.352,2020,7.3,1908,0,303,367,20,148,0.09,800,172,90,66,0.5,0.41,48,1240,,,,2020,cgwb_2020.pdf
2004,W262913077585201,MP,Morena,Morena,Morena,26.487,77.981,2020,8.0,1096,0,484,60,9,40,0.17,420,54,69,55,0.4,0.55,37,712,,,,2020,cgwb_2020.pdf
2005,W261200077382101,MP,Morena,Pahadgarh,Pahargarh,26.200,77.639,2020,8.1,2324,0,508,375,15,224,0.21,575,170,36,256,16.9,0.23,49,1511,,,,2020,cgwb_2020.pdf
2006,,MP,Morena,Porsa,Porsa,26.671,78.369,2020,8.0,973,0,442,47,17,27,0.18,270,40,41,96,0.6,0.30,29,632,,,,2020,cgwb_2020.pdf
2007,W224330073453001,MP,Morena,Sabalgarh,Ranipura,26.206,77.335,2020,7.5,1288,0,418,152,23,51,0.08,535,78,83,45,0.3,0.62,22,837,,,,2020,cgwb_2020.pdf
2008,W261038077181801,MP,Morena,Sabalgarh,Tentra,26.177,77.305,2020,7.8,649,0,297,30,19,11,0.05,240,46,30,35,1.0,0.46,24,422,,,,2020,cgwb_2020.pdf
2009,W261519077261701,MP,Morena,Kailaras,Tonga Gaon,26.255,77.438,2020,7.7,561,0,278,10,8,7,0.08,225,50,24,22,0.8,0.48,20,365,,,,2020,cgwb_2020.pdf
2010,W230500079014801,MP,Narsinghpur,Kareli,Betli,23.083,79.030,2020,7.7,1465,0,551,134,22,14,0.08,495,122,46,91,24.0,0.14,52,952,,,,2020,cgwb_2020.pdf
2011,W225051079132601,MP,Narsinghpur,Narsinghpur,Bhainsa,22.848,79.224,2020,8.1,945,0,453,15,18,21,0.12,245,40,35,98,2.8,0.41,44,614,,,,2020,cgwb_2020.pdf
2012,W225437079162701,MP,Narsinghpur,Narsinghpur,Dangidhana,22.910,79.274,2020,8.0,847,0,416,17,13,8,0.08,240,50,28,78,1.6,0.35,36,551,,,,2020,cgwb_2020.pdf
2013,W225500078405501,MP,Narsinghpur,Saikheda(Gadarwra),Deoribadwani,22.917,78.682,2020,7.8,1636,0,766,104,14,10,0.13,485,82,68,86,106.0,0.22,51,1063,,,,2020,cgwb_2020.pdf
2014,W230653078553001,MP,Narsinghpur,Chawarpatha,Dobhi,23.115,78.925,2020,7.6,1282,0,478,92,11,96,0.05,470,82,64,71,5.2,0.09,39,833,,,,2020,cgwb_2020.pdf
2015,W231038079015501,MP,Narsinghpur,Chawarpatha,Gundrai(Ii),23.177,79.032,2020,8.0,1279,0,631,54,15,8,0.08,435,72,62,87,4.0,1.09,50,831,,,,2020,cgwb_2020.pdf
2016,,MP,Narsinghpur,Gotegaon,Jhoteshwar,22.948,79.558,2020,7.4,779,0,410,20,8,8,0.09,265,82,15,53,1.9,0.35,38,506,,,,2020,cgwb_2020.pdf
2017,W225929079201501,MP,Narsinghpur,Narsinghpur,Karakbel New,22.991,79.338,2020,7.9,632,0,337,15,9,5,0.16,200,50,18,49,1.8,0.32,47,411,,,,2020,cgwb_2020.pdf
2018,W225439079040401,MP,Narsinghpur,Kareli,Kareli Basti,22.911,79.068,2020,7.8,1001,0,392,49,13,55,0.08,300,50,43,87,2.5,0.24,40,651,,,,2020,cgwb_2020.pdf
2019,,MP,Narsinghpur,Chawarpatha,Koudiya,22.946,78.816,2020,7.7,1125,0,484,49,32,10,0.21,405,52,67,67,2.1,0.34,31,731,,,,2020,cgwb_2020.pdf
2020,W225911079235801,MP,Narsinghpur,Gotegaon,Manegaon2,22.986,79.399,2020,8.0,1337,0,606,74,18,13,0.09,565,76,91,42,1.7,0.18,46,869,,,,2020,cgwb_2020.pdf
2021,W225732079103301,MP,Narsinghpur,Narsinghpur,Nandwara,22.959,79.176,2020,7.7,1115,0,563,35,13,19,0.18,410,56,66,62,2.2,0.53,41,725,,,,2020,cgwb_2020.pdf
2022,W230605079094501,MP,Narsinghpur,Narsinghpur,Ramkhiria,23.101,79.163,2020,7.8,700,0,343,15,12,15,0.08,235,64,18,49,2.0,0.38,29,455,,,,2020,cgwb_2020.pdf
2023,W224950078400001,MP,Narsinghpur,Saikheda(Gadarwra),Salichauka,22.831,78.667,2020,7.8,968,0,410,67,17,13,0.14,330,92,24,62,10.5,0.10,43,629,,,,2020,cgwb_2020.pdf
2024,W225018079140401,MP,Narsinghpur,Narsinghpur,Sundernagar,22.838,79.234,2020,7.7,1053,0,465,59,19,24,0.08,385,52,62,59,2.3,1.26,55,684,,,,2020,cgwb_2020.pdf
2025,W231030078521601,MP,Narsinghpur,Chawarpatha,Tendukhera,23.175,78.871,2020,7.7,776,0,282,74,14,38,0.19,300,72,29,37,2.2,0.28,37,504,,,,2020,cgwb_2020.pdf
2026,,MP,Neemuch,Manasa,Barlai,24.424,75.320,2020,8.1,1150,0,598,35,18,13,BDL,165,16,30,168,34,1.68,27,748,,,,2020,cgwb_2020.pdf
2027,W243315075272401,MP,Neemuch,Manasa,Besla,24.554,75.457,2020,7.9,770,0,232,89,20,52,BDL,280,68,27,45,2,0.59,22,501,,,,2020,cgwb_2020.pdf
2028,W243340075221001,MP,Neemuch,Manasa,Bhadanadw,24.561,75.369,2020,8.4,875,18,67,96,75,130,0.018,315,78,29,37,32,0.41,33,569,,,,2020,cgwb_2020.pdf
2029,,MP,Neemuch,Manasa,Chachor,24.372,75.357,2020,7.6,1355,0,153,287,100,43,0.02,495,92,64,76,12,0.92,30,881,,,,2020,cgwb_2020.pdf
2030,W244026075022801,MP,Neemuch,Jawad,Dadoli,24.674,75.041,2020,7.6,1000,0,281,136,54,7,BDL,375,84,40,54,2.5,0.74,28,650,,,,2020,cgwb_2020.pdf
2031,W242744074555601,MP,Neemuch,Neemuch,Girdola,24.462,74.932,2020,7.6,1985,0,397,309,60,175,BDL,870,114,142,52,3,1.02,23,1290,,,,2020,cgwb_2020.pdf
2032,W242848075132401,MP,Neemuch,Manasa,Gota Pipliya,24.480,75.223,2020,7.5,1130,0,342,106,22,129,BDL,355,46,58,94,1.1,1,31,735,,,,2020,cgwb_2020.pdf
2033,W242912075275101,MP,Neemuch,Manasa,Jamalpura,24.487,75.464,2020,8.3,1270,12,110,124,95,87,BDL,225,30,36,110,5,0.87,25,826,,,,2020,cgwb_2020.pdf
2034,W245053074561701,MP,Neemuch,Jawad,Jat,24.848,74.938,2020,8.4,1300,12,397,181,25,13,BDL,560,36,114,30,18,0.24,33,845,,,,2020,cgwb_2020.pdf
2035,W242145074562901,MP,Neemuch,Neemuch,Kacholi,24.363,74.941,2020,7.6,1240,0,232,205,55,75,BDL,530,172,24,38,1.2,0.43,42,806,,,,2020,cgwb_2020.pdf
2036,,MP,Neemuch,Manasa,Kundaliya,24.467,75.331,2020,7.6,3350,0,366,592,350,105,BDL,1380,226,198,125,3.4,0.39,34,2178,,,,2020,cgwb_2020.pdf
2037,W243649074553501,MP,Neemuch,Jawad,Lalpura,24.614,74.926,2020,7.5,1320,0,458,180,25,20,BDL,425,24,89,120,1.5,1.56,32,858,,,,2020,cgwb_2020.pdf
2038,W242814075083802,MP,Neemuch,Manasa,Manasa,24.471,75.144,2020,7.9,2670,0,653,317,36,315,BDL,900,174,113,195,1.2,0.81,35,1736,,,,2020,cgwb_2020.pdf
2039,,MP,Neemuch,Jawad,Morban1,24.622,75.000,2020,7.8,1650,0,592,120,75,95,BDL,490,26,103,150,6,1.12,40,1073,,,,2020,cgwb_2020.pdf
2040,W242713074522601,MP,Neemuch,Neemuch,Neemuch,24.454,74.874,2020,8.4,1210,18,268,202,30,20,BDL,335,34,61,98,43,0.75,32,787,,,,2020,cgwb_2020.pdf
2041,W245426075124001,MP,Neemuch,Jawad,Patan1,24.907,75.211,2020,7.5,1110,0,378,75,65,26,BDL,460,30,94,35,7.3,0.38,25,722,,,,2020,cgwb_2020.pdf
2042,W131800075460002,MP,Neemuch,Manasa,Rampura,24.462,75.441,2020,7.5,974,0,329,90,72,14,BDL,320,34,57,75,1.3,0.93,34,633,,,,2020,cgwb_2020.pdf
2043,W244838075063201,MP,Neemuch,Jawad,Ratangarh,24.811,75.109,2020,7.5,1360,0,329,200,25,120,BDL,380,24,78,135,5,0.77,33,884,,,,2020,cgwb_2020.pdf
2044,W242708075034701,MP,Neemuch,Neemuch,Savan,24.452,75.063,2020,7.8,1190,0,85,320,25,29,BDL,380,104,29,95,4,0.78,31,774,,,,2020,cgwb_2020.pdf
2045,W243253074561001,MP,Neemuch,Neemuch,Semali Chandrawat,24.548,74.936,2020,8.3,2125,18,519,387,18,16,BDL,340,24,68,321,12.3,1.47,46,1381,,,,2020,cgwb_2020.pdf
2046,W245804075171701,MP,Neemuch,Jawad,Singoli,24.968,75.288,2020,7.4,1850,0,378,352,22,95,BDL,590,30,125,150,4.5,0.57,23,1203,,,,2020,cgwb_2020.pdf
2047,W245925080160301,MP,Panna,Ajaigarh,Ajaigarh,24.909,80.266,2020,7.6,1070,0,290,137,12,90,BDL,505,83,72,12,1,1.20,60,685,,,,2020,cgwb_2020.pdf
2048,W204412077002601,MP,Panna,Panna,Akola,24.631,80.140,2020,8.0,318,0,73,42,8,31,BDL,99,28,7,23,5.6,0.74,15,204,,,,2020,cgwb_2020.pdf
2049,,MP,Panna,Gunnor,Amanganj,29.416,80.261,2020,7.5,2190,0,242,47,750,12,BDL,901,251,130,85,4.2,1.00,20,1402,,,,2020,cgwb_2020.pdf
2050,W253100078450001,MP,Panna,Panna,Badagaon,24.626,80.345,2020,7.8,300,0,18,17,80,26,BDL,124,16,20,10,1.8,0.64,17,192,,,,2020,cgwb_2020.pdf
2051,W214546081285801,MP,Panna,Panna,Bahera,24.663,80.253,2020,8.1,285,0,61,20,30,35,BDL,124,20,18,8,0.8,0.63,20,182,,,,2020,cgwb_2020.pdf
2052,W245113080104301,MP,Panna,Ajaigarh,Banahari Kalan,24.855,80.182,2020,7.7,790,0,315,50,21,39,BDL,347,36,63,20,1.5,0.97,12,506,,,,2020,cgwb_2020.pdf
2053,W245058080054201,MP,Panna,Ajaigarh,Bariyarpur,24.851,80.098,2020,7.6,1034,0,224,117,10,115,BDL,391,113,26,28,7.5,1.11,25,662,,,,2020,cgwb_2020.pdf
2054,W243243080102401,MP,Panna,Panna,Barrachh,24.548,80.171,2020,8.0,365,0,169,12,15,9,BDL,158,51,7,10,0.5,0.98,22,234,,,,2020,cgwb_2020.pdf
2055,W235845080185301,MP,Panna,Shahnagar,Dharampura,24.125,80.260,2020,7.5,780,0,327,67,10,15,BDL,277,50,37,50,0.7,0.77,28,499,,,,2020,cgwb_2020.pdf
2056,W241445080040801,MP,Panna,Pawai,Hathkuri,24.243,80.070,2020,7.6,620,18,254,40,8,20,BDL,282,53,36,10,1.2,0.91,21,397,,,,2020,cgwb_2020.pdf
2057,W240719080154001,MP,Panna,Pawai,Kharmora,24.122,80.261,2020,8.5,682,0,212,85,20,6,BDL,198,38,25,55,5.3,0.92,25,436,,,,2020,cgwb_2020.pdf
2058,W235405079552201,MP,Panna,Shahnagar,Kuankheda,23.901,79.923,2020,8.0,1010,0,381,117,10,5,BDL,173,26,18,150,1.7,0.96,19,646,,,,2020,cgwb_2020.pdf
2059,,MP,Panna,Panna,Madla,24.737,80.014,2020,7.3,560,0,121,57,38,61,BDL,230,74,11,20,2,0.74,50,358,,,,2020,cgwb_2020.pdf
2060,W241126079575801,MP,Panna,Pawai,Mohendra,24.190,79.958,2020,7.8,1040,0,315,217,17,39,BDL,540,84,80,35,1.4,0.93,23,666,,,,2020,cgwb_2020.pdf
2061,W245030080160101,MP,Panna,Ajaigarh,Pandepurwa,24.843,80.267,2020,8.1,650,0,333,17,10,17,BDL,275,26,51,20,4,1.34,40,416,,,,2020,cgwb_2020.pdf
2062,W244220080105001,MP,Panna,Panna,Panna1,24.705,80.187,2020,7.7,1010,0,242,162,25,25,BDL,380,86,40,45,5.1,0.93,21,646,,,,2020,cgwb_2020.pdf
2063,W241553080095501,MP,Panna,Pawai,Powai,24.266,80.162,2020,8.1,1415,0,393,147,85,80,BDL,670,90,124,15,1.8,1.16,28,906,,,,2020,cgwb_2020.pdf
2064,W235413079570701,MP,Panna,Shahnagar,Raipura,23.903,79.959,2020,9.1,412,24,91,52,17,18,BDL,180,42,18,10,2.9,0.78,28,264,,,,2020,cgwb_2020.pdf
2065,W240450079575501,MP,Panna,Shahnagar,Saharan,24.079,79.948,2020,8.1,500,0,236,17,10,18,BDL,195,50,17,24,0.85,1.04,27,320,,,,2020,cgwb_2020.pdf
2066,W242448080240901,MP,Panna,Gunnor,Salleha,24.413,80.400,2020,8.1,550,0,145,77,8,34,BDL,110,24,12,68,10.4,0.80,35,352,,,,2020,cgwb_2020.pdf
2067,W245512080133101,MP,Panna,Ajaigarh,Sinhai,24.904,80.209,2020,8.1,583,0,212,47,23,19,BDL,260,40,39,12,2.5,1.00,54,373,,,,2020,cgwb_2020.pdf
2068,W235916079570201,MP,Panna,Shahnagar,Takhori,23.989,79.948,2020,10.5,240,24,12,27,38,9,BDL,100,20,12,7,2,0.93,15,154,,,,2020,cgwb_2020.pdf
2069,,MP,Panna,Panna,Tara,24.518,80.081,2020,10.5,268,36,73,12,12,8,BDL,95,24,9,15,0.8,1.07,24,172,,,,2020,cgwb_2020.pdf
2070,W230150078050001,MP,Raisen,Bareli,Bari,23.031,78.083,2020,8.0,677,0,279,52,5,9,BDL,282,63,30,19,0.1,0.65,22,440,,,,2020,cgwb_2020.pdf
2071,W225500077390401,MP,Raisen,Obaidullaganj,Barkheda,22.917,77.651,2020,7.3,1455,0,492,183,12,15,0.1,520,164,26,83,2.1,0.60,29,946,,,,2020,cgwb_2020.pdf
2072,W233624078205501,MP,Raisen,Begamganj,Begumganj,23.607,78.349,2020,7.4,1389,0,389,176,6,75,BDL,540,149,41,57,0.4,0.30,36,903,,,,2020,cgwb_2020.pdf
2073,W230620077432201,MP,Raisen,Obaidullaganj,Chiklod,23.106,77.723,2020,7.7,896,0,334,94,9,20,BDL,351,105,22,36,0.9,0.35,24,582,,,,2020,cgwb_2020.pdf
2074,W230558077501701,MP,Raisen,Obaidullaganj,Dam Dongri,23.099,77.838,2020,7.7,712,0,316,22,5,25,0.2,307,91,19,13,0.2,0.30,42,463,,,,2020,cgwb_2020.pdf
2075,W231909078052601,MP,Raisen,Gairatganj,Dehgaon,23.319,78.091,2020,7.5,1546,0,407,233,11,86,BDL,653,180,49,42,1.0,0.25,19,1005,,,,2020,cgwb_2020.pdf
2076,W231315078284001,MP,Raisen,Silwani,Dhangwan,23.221,78.478,2020,7.9,756,0,97,148,42,7,BDL,144,32,16,94,1.9,1.00,36,491,,,,2020,cgwb_2020.pdf
2077,W232430078133401,MP,Raisen,Gairatganj,Gairatganj,23.408,78.226,2020,7.7,1498,0,352,297,4,10,BDL,386,85,42,156,1.4,0.35,27,974,,,,2020,cgwb_2020.pdf
2078,W232340078083201,MP,Raisen,Gairatganj,Garhi,23.394,78.142,2020,7.3,1095,0,358,92,14,78,BDL,396,101,35,58,1.2,0.30,34,712,,,,2020,cgwb_2020.pdf
2079,,MP,Raisen,Obaidullaganj,Goharganj,23.026,77.679,2020,7.4,568,0,176,57,12,27,BDL,188,32,26,33,1.6,0.20,46,369,,,,2020,cgwb_2020.pdf
2080,W230435077451201,MP,Raisen,Obaidullaganj,Hathi Palan,23.076,77.753,2020,7.7,742,0,286,47,21,27,BDL,203,42,24,66,2.1,0.55,41,482,,,,2020,cgwb_2020.pdf
2081,W231814077564401,MP,Raisen,Sanchi,Khadera,23.304,77.946,2020,7.6,643,0,310,25,4,4,0.1,243,51,28,24,3.6,0.35,22,418,,,,2020,cgwb_2020.pdf
2082,W231601077394801,MP,Raisen,Sanchi,Kharwai,23.267,77.663,2020,7.2,589,0,243,37,14,15,BDL,252,61,24,9,2.0,0.20,27,383,,,,2020,cgwb_2020.pdf
2083,W230532078290001,MP,Raisen,Udaipura,Khiria,23.092,78.483,2020,7.4,796,0,279,74,12,12,BDL,302,57,39,34,1.9,0.60,23,517,,,,2020,cgwb_2020.pdf
2084,W230719077324701,MP,Raisen,Obaidullaganj,Maindwa,23.122,77.546,2020,7.7,365,0,140,7,15,19,BDL,104,22,12,27,1.6,0.10,34,237,,,,2020,cgwb_2020.pdf
2085,W233424078241401,MP,Raisen,Begamganj,Padahjir,23.573,78.404,2020,7.2,643,0,231,67,5,7,BDL,203,63,11,40,7.4,0.30,32,418,,,,2020,cgwb_2020.pdf
2086,W233155078174501,MP,Raisen,Begamganj,Paloha,23.532,78.296,2020,7.4,1093,0,371,82,13,138,BDL,460,129,34,29,1.6,0.30,41,710,,,,2020,cgwb_2020.pdf
2087,W232010077465801,MP,Raisen,Sanchi,Raisen,23.336,77.783,2020,7.8,1013,0,431,45,35,25,BDL,421,125,26,34,3.7,0.25,21,658,,,,2020,cgwb_2020.pdf
2088,W232709077415101,MP,Raisen,Sanchi,Salamatpurchoraha,23.453,77.698,2020,7.8,1056,0,316,139,16,19,BDL,252,69,19,112,2.3,0.40,22,686,,,,2020,cgwb_2020.pdf
